date,temp_max,temp_min,precipitation,soil_moisture,Watershed,river_flow,groundwater_level,reservoir_level,location,flood_severity,drought_severity,elevation,slope,soil_type,3d_precip_sum,7d_precip_avg,temp_range,temp_7d_avg,river_flow_3d_diff,groundwater_7d_avg,days_since_rain
2021-01-02,33.0,19.0,0.0,17.65,0,76,0,47.0,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,2.0,0.0,130
2021-01-01,33.0,19.0,0.0,17.65,0,77,0,47.0,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,3.0,0.0,131
2020-12-31,33.0,19.0,0.0,19.56,1,79,0,47.0,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,5.0,0.0,132
2020-12-30,33.0,19.0,0.0,19.56,1,80,0,47.0,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,4.0,0.0,133
2020-12-29,33.0,19.0,0.0,19.56,1,81,0,47.0,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,4.0,0.0,134
2020-12-28,33.0,19.0,0.0,19.56,1,83,0,49.0,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,4.0,0.0,135
2020-12-27,33.0,19.0,0.0,22.22,1,83,0,49.0,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,3.0,0.0,136
2020-12-26,33.0,19.0,0.0,22.22,1,83,0,49.0,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,2.0,0.0,137
2020-12-25,33.0,19.0,0.0,22.22,1,84,0,51.5,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,1.0,0.0,138
2020-12-24,33.0,19.0,0.0,22.22,1,84,0,51.5,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,1.0,0.0,139
2020-12-23,33.0,19.0,0.0,22.22,0,86,0,51.5,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,3.0,0.0,140
2020-12-22,33.0,19.0,0.0,22.22,0,87,0,51.5,Yagoua,0,1,330,3,silty,0.0,0.0,14.0,33.0,3.0,0.0,141
2020-12-21,33.0,20.0,0.0,22.22,0,87,0,54.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,3.0,0.0,142
2020-12-20,33.0,20.0,0.0,24.55,0,87,0,54.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,1.0,0.0,143
2020-12-19,33.0,20.0,0.0,24.55,1,90,0,54.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,3.0,0.0,144
2020-12-18,33.0,20.0,0.0,24.55,1,90,0,54.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,3.0,0.0,145
2020-12-17,33.0,20.0,0.0,24.55,1,90,0,56.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,3.0,0.0,146
2020-12-16,33.0,20.0,0.0,24.55,1,92,0,56.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,2.0,0.0,147
2020-12-15,33.0,20.0,0.0,24.55,1,95,0,56.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,5.0,0.0,148
2020-12-14,33.0,20.0,0.0,24.55,1,98,0,56.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,8.0,0.0,149
2020-12-13,33.0,20.0,0.0,26.31,1,100,0,58.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,8.0,0.0,150
2020-12-12,33.0,20.0,0.0,26.31,1,102,0,58.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,7.0,0.0,151
2020-12-11,33.0,20.0,0.0,26.31,1,105,0,58.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,7.0,0.0,152
2020-12-10,33.0,20.0,0.0,26.31,1,105,0,58.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,5.0,0.0,153
2020-12-09,33.0,20.0,0.0,26.31,1,107,0,59.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,5.0,0.0,154
2020-12-08,33.0,20.0,0.0,26.31,1,107,0,59.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,2.0,0.0,155
2020-12-07,33.0,20.0,0.0,28.12,1,107,0,59.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,2.0,0.0,156
2020-12-06,33.0,20.0,0.0,31.12,1,107,0,59.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,0.0,0.0,157
2020-12-05,33.0,20.0,0.0,31.12,1,109,0,59.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,2.0,0.0,158
2020-12-04,33.0,20.0,0.0,31.12,1,115,0,59.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,8.0,0.0,159
2020-12-03,33.0,20.0,0.0,31.12,1,115,0,61.0,Yagoua,0,1,330,3,silty,0.0,0.0,13.0,33.0,8.0,0.0,160
2020-12-02,36.0,20.0,0.0,31.12,1,122,0,61.0,Yagoua,0,1,330,3,silty,0.0,0.0,16.0,33.42857142857143,13.0,0.0,161
2020-12-01,36.0,20.0,0.0,34.12,1,122,0,61.0,Yagoua,0,1,330,3,silty,0.0,0.0,16.0,33.857142857142854,7.0,0.0,162
2020-11-30,36.0,20.0,0.0,34.12,1,124,0,61.0,Yagoua,0,1,330,3,silty,0.0,0.0,16.0,34.285714285714285,9.0,0.0,163
2020-11-29,36.0,20.0,0.0,34.12,1,131,0,61.0,Yagoua,0,1,330,3,silty,0.0,0.0,16.0,34.714285714285715,9.0,0.0,164
2020-11-28,36.0,20.0,0.0,36.09,1,133,0,61.0,Yagoua,0,0,330,3,silty,0.0,0.0,16.0,35.142857142857146,11.0,0.0,165
2020-11-27,36.0,20.0,0.0,36.09,1,139,0,61.0,Yagoua,0,0,330,3,silty,0.0,0.0,16.0,35.57142857142857,15.0,0.0,166
2020-11-26,36.0,23.0,0.0,36.09,1,141,0,61.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,10.0,0.0,167
2020-11-25,36.0,23.0,0.0,36.09,1,141,0,63.5,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,8.0,0.0,168
2020-11-24,36.0,23.0,0.0,41.67,1,146,0,63.5,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,7.0,0.0,169
2020-11-23,36.0,23.0,0.0,41.67,1,152,0,63.5,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,11.0,0.0,170
2020-11-22,36.0,23.0,0.0,41.67,1,154,0,63.5,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,13.0,0.0,171
2020-11-21,36.0,23.0,0.0,41.67,1,162,0,63.5,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,16.0,0.0,172
2020-11-20,36.0,23.0,0.0,41.67,1,164,0,63.5,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,12.0,0.0,173
2020-11-19,36.0,23.0,0.0,45.77,1,172,0,63.5,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,18.0,0.0,174
2020-11-18,36.0,23.0,0.0,45.77,1,178,0,65.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,16.0,0.0,175
2020-11-17,36.0,23.0,0.0,45.77,1,183,0,65.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,19.0,0.0,176
2020-11-16,36.0,23.0,0.0,45.77,1,185,0,65.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,13.0,0.0,177
2020-11-15,36.0,23.0,0.0,45.77,1,191,0,65.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,13.0,0.0,178
2020-11-14,36.0,23.0,0.0,34.42,1,196,0,65.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,13.0,0.0,179
2020-11-13,36.0,23.0,0.0,49.42,1,202,0,67.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,17.0,0.0,180
2020-11-12,36.0,23.0,0.0,49.42,1,207,0,67.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,16.0,0.0,181
2020-11-11,36.0,23.0,0.0,49.42,1,216,0,67.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,20.0,0.0,182
2020-11-10,36.0,23.0,0.0,49.42,1,223,0,67.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,21.0,0.0,183
2020-11-09,36.0,23.0,0.0,49.42,1,225,0,67.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,18.0,0.0,184
2020-11-08,36.0,23.0,0.0,49.42,1,237,0,67.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,21.0,0.0,185
2020-11-07,36.0,23.0,0.0,53.42,1,237,0,68.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,14.0,0.0,186
2020-11-06,36.0,23.0,0.0,53.42,1,237,0,68.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,12.0,0.0,187
2020-11-05,36.0,23.0,0.0,53.42,1,249,0,68.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,12.0,0.0,188
2020-11-04,36.0,23.0,0.0,56.35,1,237,0,68.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,0.0,0.0,189
2020-11-03,36.0,23.0,0.0,56.35,1,237,0,68.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,0.0,0.0,190
2020-11-02,36.0,23.0,0.0,56.35,1,247,0,69.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,-2.0,0.0,191
2020-11-01,36.0,23.0,0.0,56.35,1,256,0,69.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,19.0,0.0,192
2020-10-31,36.0,23.0,0.0,58.87,1,269,0,69.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,32.0,0.0,193
2020-10-30,36.0,23.0,0.0,58.87,1,297,0,69.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,50.0,0.0,194
2020-10-29,36.0,23.0,0.0,58.87,1,297,0,69.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,41.0,0.0,195
2020-10-28,36.0,23.0,0.0,58.87,1,309,0,69.0,Yagoua,0,0,330,3,silty,0.0,0.0,13.0,36.0,40.0,0.0,196
2020-10-27,35.0,23.0,0.0,61.47,1,322,0,70.0,Yagoua,0,0,330,3,silty,0.0,0.0,12.0,35.857142857142854,25.0,0.0,197
2020-10-26,35.0,24.0,0.0,61.47,1,346,0,70.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.714285714285715,49.0,0.0,198
2020-10-25,35.0,24.0,0.0,61.47,1,361,0,70.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.57142857142857,52.0,0.0,199
2020-10-24,35.0,24.0,0.0,63.54,1,373,0,70.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.42857142857143,51.0,0.0,200
2020-10-23,35.0,24.0,0.0,63.54,1,379,0,72.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.285714285714285,33.0,0.0,201
2020-10-22,35.0,24.0,0.0,63.54,1,389,0,75.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.142857142857146,28.0,0.0,202
2020-10-21,35.0,24.0,0.0,63.54,1,401,0,76.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,28.0,0.0,203
2020-10-20,35.0,24.0,0.0,65.65,1,408,0,76.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,29.0,0.0,204
2020-10-19,35.0,24.0,0.0,65.65,1,408,0,76.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,19.0,0.0,205
2020-10-18,35.0,24.0,0.0,65.65,1,384,0,76.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,-17.0,0.0,206
2020-10-17,35.0,24.0,0.0,65.65,1,384,0,77.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,-24.0,0.0,207
2020-10-16,35.0,24.0,0.0,68.77,1,398,0,77.5,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,-10.0,0.0,208
2020-10-15,35.0,24.0,0.0,68.77,1,405,0,77.5,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,21.0,0.0,209
2020-10-14,35.0,24.0,0.0,68.77,1,421,0,77.5,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,37.0,0.0,210
2020-10-13,35.0,24.0,0.0,68.77,1,-999,0,77.5,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,-1397.0,0.0,211
2020-10-12,35.0,24.0,0.0,70.89,1,475,0,78.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,70.0,0.0,212
2020-10-11,35.0,24.0,0.0,70.89,1,492,0,78.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,71.0,0.0,213
2020-10-10,35.0,24.0,0.0,70.89,1,517,0,78.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,1516.0,0.0,214
2020-10-09,35.0,24.0,0.0,70.89,1,539,0,78.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,64.0,0.0,215
2020-10-08,35.0,24.0,0.0,70.89,1,539,0,78.0,Yagoua,0,0,330,3,silty,0.0,0.0,11.0,35.0,47.0,0.0,216
2020-10-07,35.0,24.0,0.0,73.0,1,535,0,78.5,Yagoua,1,0,330,3,silty,0.0,0.0,11.0,35.0,18.0,0.0,217
2020-10-06,35.0,24.0,0.0,73.0,1,565,0,78.5,Yagoua,1,0,330,3,silty,0.0,0.0,11.0,35.0,26.0,0.0,218
2020-10-05,35.0,24.0,0.0,73.0,1,592,0,78.5,Yagoua,1,0,330,3,silty,0.0,0.0,11.0,35.0,53.0,0.0,219
2020-10-04,35.0,24.0,0.0,75.41,1,615,0,78.5,Yagoua,1,0,330,3,silty,0.0,0.0,11.0,35.0,80.0,0.0,220
2020-10-03,35.0,24.0,0.0,75.41,1,623,0,78.5,Yagoua,1,0,330,3,silty,0.0,0.0,11.0,35.0,58.0,0.0,221
2020-10-02,35.0,24.0,0.0,75.41,1,635,0,78.5,Yagoua,1,0,330,3,silty,0.0,0.0,11.0,35.0,43.0,0.0,222
2020-10-01,35.0,23.8,0.0,76.22,1,643,0,79.0,Yagoua,1,0,330,3,silty,0.0,0.0,11.2,35.0,28.0,0.0,223
2020-09-30,35.0,23.6,0.0,76.22,1,651,0,79.0,Yagoua,1,0,330,3,silty,0.0,0.0,11.399999999999999,35.0,28.0,0.0,224
2020-09-29,32.7,23.4,0.0,76.22,1,659,0,79.0,Yagoua,1,0,330,3,silty,0.0,0.0,9.300000000000004,34.67142857142857,24.0,0.0,225
2020-09-28,32.5,23.4,0.0,78.34,1,692,0,79.0,Yagoua,1,0,330,3,silty,0.0,0.0,9.100000000000001,34.31428571428571,49.0,0.0,226
2020-09-27,32.4,23.4,0.0,79.68,1,704,0,80.5,Yagoua,1,0,330,3,silty,0.0,0.0,9.0,33.94285714285714,53.0,0.0,227
2020-09-26,32.0,23.4,0.0,80.43,1,717,0,80.5,Yagoua,1,0,330,3,silty,0.0,0.0,8.600000000000001,33.51428571428571,58.0,0.0,228
2020-09-25,32.0,23.1,0.0,80.43,1,730,0,80.5,Yagoua,1,0,330,3,silty,0.0,0.0,8.899999999999999,33.08571428571428,38.0,0.0,229
2020-09-24,32.0,23.1,0.0,81.32,1,782,0,80.5,Yagoua,1,0,330,3,silty,0.0,0.0,8.899999999999999,32.65714285714286,78.0,0.0,230
2020-09-23,32.1,23.1,0.0,82.07,1,813,0,80.5,Yagoua,1,0,330,3,silty,0.0,0.0,9.0,32.24285714285714,96.0,0.0,231
2020-09-22,32.0,23.1,0.0,82.07,1,826,0,80.5,Yagoua,1,0,330,3,silty,0.0,0.0,8.899999999999999,32.142857142857146,96.0,0.0,232
2020-09-21,32.0,23.1,4.2,82.07,1,822,0,82.0,Yagoua,1,0,330,3,silty,4.199999999999998,0.6000000000000002,8.899999999999999,32.07142857142857,40.0,0.0,0
2020-09-20,32.0,23.1,0.0,82.64,1,813,0,82.0,Yagoua,1,0,330,3,silty,4.199999999999998,0.6000000000000002,8.899999999999999,32.01428571428572,0.0,0.0,2
2020-09-19,32.0,23.1,3.14,82.64,1,804,0,82.0,Yagoua,1,0,330,3,silty,7.339999999999998,1.0485714285714287,8.899999999999999,32.01428571428572,-22.0,0.0,0
2020-09-18,32.0,23.1,2.89,82.64,1,808,0,82.0,Yagoua,1,0,330,3,silty,6.0299999999999985,1.4614285714285715,8.899999999999999,32.01428571428572,-14.0,0.0,0
2020-09-17,32.0,23.4,0.0,82.64,1,813,0,82.0,Yagoua,1,0,330,3,silty,6.0299999999999985,1.4614285714285715,8.600000000000001,32.01428571428572,0.0,0.0,2
2020-09-16,31.5,23.4,3.65,82.64,1,817,0,82.0,Yagoua,1,0,330,3,silty,6.539999999999998,1.9828571428571429,8.100000000000001,31.928571428571427,13.0,0.0,0
2020-09-15,31.5,23.4,7.44,83.112,1,822,0,82.0,Yagoua,1,0,330,3,silty,11.089999999999998,3.045714285714286,8.100000000000001,31.857142857142858,14.0,0.0,0
2020-09-14,31.5,23.4,7.87,83.112,1,831,0,82.0,Yagoua,1,0,330,3,silty,18.96,3.5700000000000003,8.100000000000001,31.785714285714285,18.0,0.0,0
2020-09-13,31.5,23.4,8.55,83.112,1,813,0,84.0,Yagoua,1,0,330,3,silty,23.86,4.791428571428573,8.100000000000001,31.714285714285715,-4.0,0.0,0
2020-09-12,32.5,23.4,8.55,83.112,1,795,0,84.0,Yagoua,1,0,330,3,silty,24.970000000000002,5.564285714285715,9.100000000000001,31.785714285714285,-27.0,0.0,0
2020-09-11,32.7,23.5,8.55,83.112,1,795,0,84.0,Yagoua,1,0,330,3,silty,25.650000000000002,6.372857142857143,9.200000000000003,31.885714285714283,-36.0,0.0,0
2020-09-10,32.7,23.4,8.55,83.112,1,768,0,84.0,Yagoua,1,0,330,3,silty,25.650000000000002,7.594285714285715,9.300000000000004,31.985714285714284,-45.0,0.0,0
2020-09-09,32.7,23.4,9.14,84.61,1,768,0,84.0,Yagoua,1,0,330,3,silty,26.240000000000002,8.37857142857143,9.300000000000004,32.15714285714286,-27.0,0.0,0
2020-09-08,32.7,23.4,0.0,84.61,1,755,0,84.0,Yagoua,1,0,330,3,silty,17.69,7.315714285714287,9.300000000000004,32.32857142857143,-40.0,0.0,2
2020-09-07,32.7,23.4,0.0,84.61,1,742,0,86.0,Yagoua,1,0,330,3,silty,9.14,6.191428571428572,9.300000000000004,32.50000000000001,-26.0,0.0,3
2020-09-06,32.9,23.6,4.55,84.61,1,734,0,87.0,Yagoua,1,0,330,3,silty,4.55,5.62,9.299999999999997,32.7,-34.0,0.0,0
2020-09-05,32.4,23.4,6.98,84.61,1,725,0,89.0,Yagoua,1,0,330,3,silty,11.530000000000001,5.395714285714286,9.0,32.68571428571429,-30.0,0.0,0
2020-09-04,32.4,23.4,6.98,84.61,1,717,0,90.0,Yagoua,1,0,330,3,silty,18.51,5.171428571428572,9.0,32.642857142857146,-25.0,0.0,0
2020-09-03,32.4,23.7,6.98,84.61,1,704,0,92.0,Yagoua,1,0,330,3,silty,20.94,4.9471428571428575,8.7,32.6,-30.0,0.0,0
2020-09-02,32.1,23.4,6.98,84.61,1,700,0,92.0,Yagoua,1,0,330,3,silty,20.94,4.638571428571429,8.700000000000003,32.51428571428571,-25.0,0.0,0
2020-09-01,32.8,23.7,0.0,84.61,1,684,0,94.0,Yagoua,1,0,330,3,silty,13.96,4.638571428571429,9.099999999999998,32.528571428571425,-33.0,0.0,2
2020-08-31,32.8,23.0,4.77,84.61,1,643,0,97.0,Yagoua,1,0,330,3,silty,11.75,5.32,9.799999999999997,32.54285714285714,-61.0,0.0,0
2020-08-30,32.8,23.0,8.98,84.61,1,615,0,97.0,Yagoua,1,0,330,3,silty,13.75,5.952857142857143,9.799999999999997,32.528571428571425,-85.0,0.0,0
2020-08-29,30.0,23.0,8.45,84.61,1,611,0,97.0,Yagoua,1,0,330,3,silty,22.2,6.162857142857143,7.0,32.18571428571429,-73.0,0.0,0
2020-08-28,29.0,23.0,8.45,84.61,1,611,0,97.0,Yagoua,1,0,330,3,silty,25.88,6.372857142857143,6.0,31.7,-32.0,0.0,0
2020-08-27,31.0,23.0,8.45,85.32,1,643,0,97.0,Yagoua,1,0,330,3,silty,25.349999999999998,6.582857142857143,8.0,31.5,28.0,0.0,0
2020-08-26,30.0,23.0,7.77,85.54,1,675,0,97.0,Yagoua,1,0,330,3,silty,24.669999999999998,6.695714285714287,7.0,31.2,64.0,0.0,0
2020-08-25,30.0,23.0,6.98,86.22,1,725,0,97.0,Yagoua,1,0,330,3,silty,23.2,7.692857142857143,7.0,30.8,114.0,0.0,0
2020-08-24,30.0,23.0,7.65,86.31,1,713,0,97.0,Yagoua,1,0,330,3,silty,22.4,8.104285714285714,7.0,30.400000000000002,70.0,0.0,0
2020-08-23,30.0,23.0,3.45,86.34,1,692,0,97.0,Yagoua,1,0,330,3,silty,18.080000000000002,7.314285714285715,7.0,30.0,17.0,0.0,0
2020-08-22,30.0,23.0,6.22,86.55,1,679,0,97.0,Yagoua,1,0,330,3,silty,17.32,6.9957142857142856,7.0,30.0,-46.0,0.0,0
2020-08-21,30.0,23.0,0.0,85.66,1,651,0,97.0,Yagoua,1,0,330,3,silty,9.67,5.788571428571428,7.0,30.142857142857142,-62.0,0.0,2
2020-08-20,30.0,23.0,6.22,85.66,1,647,0,97.0,Yagoua,1,0,330,3,silty,12.44,5.47,7.0,30.0,-45.0,0.0,0
2020-08-19,30.0,23.0,0.0,86.66,1,643,0,97.0,Yagoua,1,0,330,3,silty,6.22,4.36,7.0,30.0,-36.0,0.0,2
2020-08-18,30.0,23.0,6.22,86.66,1,651,0,97.0,Yagoua,1,0,330,3,silty,12.44,4.251428571428571,7.0,30.0,0.0,0.0,0
2020-08-17,30.0,23.0,7.88,86.66,1,655,0,97.0,Yagoua,1,0,330,3,silty,14.1,4.284285714285715,7.0,30.0,8.0,0.0,0
2020-08-16,30.0,23.0,3.44,86.66,1,659,0,97.0,Yagoua,1,0,330,3,silty,17.54,4.282857142857142,7.0,30.0,16.0,0.0,0
2020-08-15,30.0,23.0,8.7,86.66,1,692,0,97.0,Yagoua,1,0,330,3,silty,20.02,4.637142857142857,7.0,30.0,41.0,0.0,0
2020-08-14,30.0,23.0,9.04,86.66,1,704,0,97.0,Yagoua,1,0,330,3,silty,21.18,5.928571428571429,7.0,30.0,49.0,0.0,0
2020-08-13,30.0,23.0,8.33,86.66,1,692,0,97.5,Yagoua,1,0,330,3,silty,26.069999999999997,6.2299999999999995,7.0,30.0,33.0,0.0,0
2020-08-12,30.0,23.0,6.23,86.66,1,659,0,97.5,Yagoua,1,0,330,3,silty,23.599999999999998,7.12,7.0,30.0,-33.0,0.0,0
2020-08-11,30.0,23.0,5.03,86.66,1,651,0,97.5,Yagoua,1,0,330,3,silty,19.59,6.95,7.0,30.0,-53.0,0.0,0
2020-08-10,30.0,23.0,5.11,86.66,1,651,0,97.5,Yagoua,1,0,330,3,silty,16.37,6.554285714285713,7.0,30.0,-41.0,0.0,0
2020-08-09,30.0,23.0,8.12,86.66,1,631,0,97.5,Yagoua,1,0,330,3,silty,18.259999999999998,7.222857142857143,7.0,30.0,-28.0,0.0,0
2020-08-08,30.0,23.0,10.67,86.66,1,639,0,97.5,Yagoua,1,0,330,3,silty,23.9,7.5042857142857144,7.0,30.0,-12.0,0.0,0
2020-08-07,30.0,23.0,10.67,86.66,1,639,0,97.5,Yagoua,1,0,330,3,silty,29.46,7.737142857142857,7.0,30.0,-12.0,0.0,0
2020-08-06,30.0,23.0,10.67,86.66,1,623,0,97.5,Yagoua,1,0,330,3,silty,32.01,8.071428571428571,7.0,30.0,-8.0,0.0,0
2020-08-05,30.0,23.0,10.23,86.66,1,580,0,97.5,Yagoua,1,0,330,3,silty,31.57,8.642857142857142,7.0,30.0,-59.0,0.0,0
2020-08-04,32.0,23.0,8.45,86.66,1,561,0,96.0,Yagoua,1,0,330,3,silty,29.349999999999998,9.131428571428572,9.0,30.285714285714285,-78.0,0.0,0
2020-08-03,31.0,23.0,8.45,86.66,1,565,0,96.0,Yagoua,1,0,330,3,silty,27.13,9.608571428571429,8.0,30.428571428571427,-58.0,0.0,0
2020-08-02,33.0,23.0,6.45,86.66,1,569,0,96.0,Yagoua,1,0,330,3,silty,23.349999999999998,9.370000000000001,10.0,30.857142857142858,-11.0,0.0,0
2020-08-01,34.0,23.0,6.11,86.66,1,561,0,92.0,Yagoua,1,0,330,3,silty,21.009999999999998,8.718571428571428,11.0,31.428571428571427,0.0,0.0,0
2020-07-31,34.0,23.0,0.0,86.66,1,554,0,92.0,Yagoua,1,0,330,3,silty,12.56,7.194285714285714,11.0,32.0,-11.0,0.0,2
2020-07-30,32.0,23.0,7.34,86.66,1,573,0,92.0,Yagoua,1,0,330,3,silty,13.45,6.718571428571429,9.0,32.285714285714285,4.0,0.0,0
2020-07-29,31.0,24.0,4.55,86.66,1,592,0,88.0,Yagoua,1,0,330,3,silty,11.89,5.907142857142857,7.0,32.42857142857143,31.0,0.0,0
2020-07-28,33.0,24.0,0.0,86.22,1,584,0,88.0,Yagoua,0,0,330,3,silty,11.89,4.7,9.0,32.57142857142857,30.0,0.0,2
2020-07-27,33.0,24.0,9.34,86.22,1,543,0,88.0,Yagoua,0,0,330,3,silty,13.89,4.827142857142857,9.0,32.857142857142854,-30.0,0.0,0
2020-07-26,33.0,24.0,8.88,86.22,1,485,0,88.0,Yagoua,0,0,330,3,silty,18.22,5.174285714285714,9.0,32.857142857142854,-107.0,0.0,0
2020-07-25,33.0,24.0,8.07,86.22,1,458,0,87.0,Yagoua,0,0,330,3,silty,26.29,5.454285714285715,9.0,32.714285714285715,-126.0,0.0,0
2020-07-24,33.0,24.0,6.43,86.22,0,434,0,86.0,Yagoua,0,0,330,3,silty,23.380000000000003,6.372857142857143,9.0,32.57142857142857,-109.0,0.0,0
2020-07-23,33.0,24.0,6.43,86.22,0,370,0,85.0,Yagoua,0,0,330,3,silty,20.93,6.242857142857142,9.0,32.714285714285715,-115.0,0.0,0
2020-07-22,33.0,24.0,6.43,86.22,0,349,0,85.0,Yagoua,0,0,330,3,silty,19.29,6.511428571428572,9.0,33.0,-109.0,0.0,0
2020-07-21,33.0,24.0,6.41,86.22,0,358,0,85.0,Yagoua,0,0,330,3,silty,19.27,7.427142857142857,9.0,33.0,-76.0,0.0,0
2020-07-20,33.0,24.0,7.22,86.22,0,373,0,85.0,Yagoua,0,0,330,3,silty,20.06,7.1242857142857146,9.0,33.0,3.0,0.0,0
2020-07-19,33.0,24.0,7.08,84.334,0,361,0,83.5,Yagoua,0,0,330,3,silty,20.71,6.867142857142857,9.0,33.0,12.0,0.0,0
2020-07-18,33.0,24.0,6.56,84.334,0,343,0,83.5,Yagoua,0,0,330,3,silty,20.86,6.651428571428572,9.0,33.0,-15.0,0.0,0
2020-07-17,33.0,24.0,6.667,84.334,0,343,0,80.0,Yagoua,0,0,330,3,silty,20.307000000000002,6.685285714285714,9.0,33.0,-30.0,0.0,0
2020-07-16,33.0,24.0,7.54,84.334,0,340,0,79.0,Yagoua,0,0,330,3,silty,20.767,6.843857142857144,9.0,33.0,-21.0,0.0,0
2020-07-15,33.0,24.0,0.0,84.334,0,305,0,78.0,Yagoua,0,0,330,3,silty,14.207,5.925285714285715,9.0,33.0,-38.0,0.0,2
