location,elevation,slope,soil_type,date,flood_severity,drought_severity,temp_max,temp_min,precipitation,soil_moisture,Watershed,river_flow,groundwater_level,reservoir_level,year,month,day,week,day_of_week,is_weekend,cumulative_precipitation,lag_groundwater_level_1d,lag_groundwater_level_7d,rolling_mean_water_7d,rolling_std_water_7d,precipitation_normalized,groundwater_level_normalized,cumulative_precipitation_normalized,flood,drought
Yagoua,330,3,silty,2013-12-18,0,1,33.0,20.0,0.0,22.22,0,60,0,54.0,2013,12,18,51,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-19,0,1,33.0,20.0,0.0,22.22,0,60,0,54.0,2013,12,19,51,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-20,0,1,33.0,20.0,0.0,22.22,0,58,0,54.0,2013,12,20,51,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-21,0,1,33.0,20.0,0.0,22.22,0,58,0,54.0,2013,12,21,51,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-22,0,1,33.0,20.0,0.0,22.22,0,58,0,51.5,2013,12,22,51,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-23,0,1,33.0,20.0,0.0,19.56,0,57,0,51.5,2013,12,23,52,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-24,0,1,33.0,19.0,0.0,19.56,0,56,0,51.5,2013,12,24,52,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-25,0,1,33.0,19.0,0.0,19.56,0,55,0,51.5,2013,12,25,52,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-26,0,1,33.0,19.0,0.0,19.56,0,53,0,49.0,2013,12,26,52,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-27,0,1,33.0,19.0,0.0,17.65,0,53,0,49.0,2013,12,27,52,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-28,0,1,33.0,19.0,0.0,17.65,0,52,0,49.0,2013,12,28,52,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-29,0,1,33.0,19.0,0.0,17.65,0,51,0,47.0,2013,12,29,52,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-30,0,1,33.0,19.0,0.0,17.65,0,51,0,47.0,2013,12,30,1,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2013-12-31,0,1,33.0,19.0,0.0,17.65,0,50,0,47.0,2013,12,31,1,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-01,0,1,33.0,19.0,0.0,17.65,0,50,0,47.0,2014,1,1,1,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-02,0,1,33.0,19.0,0.0,17.65,0,49,0,47.0,2014,1,2,1,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-03,0,1,33.0,19.0,0.0,14.78,0,47,0,46.0,2014,1,3,1,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-04,0,1,33.0,19.0,0.0,14.78,0,47,0,46.0,2014,1,4,1,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-05,0,1,33.0,19.0,0.0,14.78,0,46,0,46.0,2014,1,5,1,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-06,0,1,33.0,19.0,0.0,14.78,0,46,0,46.0,2014,1,6,2,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-07,0,1,33.0,19.0,0.0,14.78,0,45,0,46.0,2014,1,7,2,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-08,0,1,33.0,19.0,0.0,14.78,0,44,0,44.5,2014,1,8,2,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-09,0,1,33.0,19.0,0.0,14.78,0,44,0,44.5,2014,1,9,2,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-10,0,1,33.0,19.0,0.0,14.78,0,43,0,44.5,2014,1,10,2,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-11,0,1,33.0,19.0,0.0,14.78,0,42,0,44.5,2014,1,11,2,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-12,0,1,33.0,19.0,0.0,12.14,0,41,0,44.5,2014,1,12,2,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-13,0,1,33.0,19.0,0.0,12.14,0,41,0,44.5,2014,1,13,3,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-14,0,1,33.0,19.0,0.0,12.14,0,40,0,44.5,2014,1,14,3,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-15,0,1,33.0,19.0,0.0,12.14,0,40,0,44.5,2014,1,15,3,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-16,0,1,33.0,19.0,0.0,12.14,0,39,0,44.5,2014,1,16,3,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-17,0,1,33.0,19.0,0.0,12.14,0,39,0,44.5,2014,1,17,3,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-18,0,1,33.0,19.0,0.0,12.14,0,38,0,44.5,2014,1,18,3,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-19,0,1,33.0,19.0,0.0,12.14,0,38,0,42.0,2014,1,19,3,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-20,0,1,33.0,19.0,0.0,12.14,0,37,0,42.0,2014,1,20,4,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-21,0,1,33.0,19.0,0.0,12.14,0,37,0,42.0,2014,1,21,4,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-22,0,1,33.0,19.0,0.0,12.14,0,36,0,42.0,2014,1,22,4,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-23,0,1,33.0,19.0,0.0,12.14,0,36,0,42.0,2014,1,23,4,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-24,0,1,33.0,19.0,0.0,10.35,0,36,0,42.0,2014,1,24,4,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-25,0,1,37.0,19.0,0.0,10.35,0,36,0,42.0,2014,1,25,4,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-26,0,1,37.0,19.0,0.0,10.35,0,36,0,42.0,2014,1,26,4,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-27,0,1,37.0,19.0,0.0,10.35,0,35,0,42.0,2014,1,27,5,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-28,0,1,37.0,19.0,0.0,10.35,0,35,0,41.0,2014,1,28,5,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-29,0,1,37.0,19.0,0.0,10.35,0,35,0,41.0,2014,1,29,5,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-30,0,1,37.0,19.0,0.0,10.35,0,34,0,41.0,2014,1,30,5,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-01-31,0,1,37.0,19.0,0.0,10.35,0,33,0,41.0,2014,1,31,5,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-01,0,1,37.0,19.0,0.0,10.35,1,32,0,40.0,2014,2,1,5,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-02,0,1,37.0,19.0,0.0,10.35,1,34,0,40.0,2014,2,2,5,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-03,0,1,37.0,19.0,0.0,10.35,1,33,0,40.0,2014,2,3,6,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-04,0,1,37.0,19.0,0.0,10.35,1,32,0,40.0,2014,2,4,6,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-05,0,1,37.0,19.0,0.0,10.35,1,31,0,40.0,2014,2,5,6,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-06,0,1,37.0,21.0,0.0,10.35,1,31,0,38.0,2014,2,6,6,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-07,0,1,37.0,21.0,0.0,8.88,1,30,0,38.0,2014,2,7,6,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-08,0,1,37.0,21.0,0.0,8.88,1,29,0,38.0,2014,2,8,6,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-09,0,1,37.0,21.0,0.0,8.88,1,29,0,38.0,2014,2,9,6,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-10,0,1,37.0,21.0,0.0,8.88,1,28,0,38.0,2014,2,10,7,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-11,0,1,37.0,21.0,0.0,8.88,1,28,0,38.0,2014,2,11,7,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-12,0,1,37.0,21.0,0.0,8.88,1,27,0,38.0,2014,2,12,7,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-13,0,1,37.0,21.0,0.0,8.88,1,27,0,37.0,2014,2,13,7,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-14,0,1,37.0,21.0,0.0,8.88,1,26,0,35.0,2014,2,14,7,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-15,0,1,37.0,21.0,0.0,8.88,1,26,0,35.0,2014,2,15,7,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-16,0,1,37.0,21.0,0.0,8.88,1,25,0,35.0,2014,2,16,7,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-17,0,1,37.0,21.0,0.0,8.88,1,25,0,35.0,2014,2,17,8,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-18,0,1,37.0,21.0,0.0,8.88,1,25,0,35.0,2014,2,18,8,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-19,0,1,37.0,21.0,0.0,8.88,1,25,0,35.0,2014,2,19,8,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-20,0,1,37.0,21.0,0.0,8.88,1,24,0,35.0,2014,2,20,8,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-21,0,1,37.0,21.0,0.0,8.88,1,24,0,35.0,2014,2,21,8,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-22,0,1,37.0,21.0,0.0,8.88,1,23,0,35.0,2014,2,22,8,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-23,0,1,37.0,21.0,0.0,8.88,1,23,0,33.5,2014,2,23,8,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-24,0,1,37.0,21.0,0.0,8.88,1,22,0,33.5,2014,2,24,9,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-25,0,1,37.0,21.0,0.0,8.88,1,21,0,33.5,2014,2,25,9,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-26,0,1,37.0,21.0,0.0,8.88,1,21,0,33.5,2014,2,26,9,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-27,0,1,37.0,21.0,0.0,8.88,1,20,0,33.5,2014,2,27,9,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-02-28,0,1,37.0,25.0,0.0,8.88,1,20,0,33.5,2014,2,28,9,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-01,0,1,37.0,25.0,0.0,8.88,1,20,0,33.5,2014,3,1,9,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-02,0,1,37.0,25.0,0.0,8.88,1,20,0,33.5,2014,3,2,9,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-03,0,1,40.0,25.0,0.0,8.88,1,20,0,33.5,2014,3,3,10,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-04,0,1,40.0,25.0,0.0,8.88,1,20,0,33.5,2014,3,4,10,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-05,0,1,40.0,25.0,0.0,8.88,1,19,0,33.5,2014,3,5,10,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-06,0,1,40.0,25.0,0.0,8.88,1,19,0,33.5,2014,3,6,10,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-07,0,1,40.0,25.0,0.0,8.88,1,18,0,33.5,2014,3,7,10,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-08,0,1,40.0,25.0,0.0,8.88,1,18,0,33.5,2014,3,8,10,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-09,0,1,40.0,25.0,0.0,8.88,1,17,0,33.5,2014,3,9,10,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-10,0,1,40.0,25.0,0.0,8.88,1,17,0,32.0,2014,3,10,11,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-11,0,1,40.0,25.0,0.0,8.88,1,17,0,32.0,2014,3,11,11,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-12,0,1,40.0,25.0,0.0,8.88,1,17,0,32.0,2014,3,12,11,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-13,0,1,40.0,25.0,0.0,8.88,1,17,0,32.0,2014,3,13,11,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-14,0,1,40.0,25.0,0.0,8.88,1,16,0,32.0,2014,3,14,11,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-15,0,1,40.0,25.0,0.0,8.88,1,16,0,32.0,2014,3,15,11,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-16,0,1,40.0,25.0,0.0,8.88,1,15,0,32.0,2014,3,16,11,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-17,0,1,40.0,25.0,0.0,8.88,1,15,0,32.0,2014,3,17,12,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-18,0,1,40.0,25.0,0.0,8.88,1,15,0,32.0,2014,3,18,12,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-19,0,1,40.0,25.0,0.0,8.88,1,15,0,32.0,2014,3,19,12,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-20,0,1,40.0,25.0,0.0,8.88,1,15,0,32.0,2014,3,20,12,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-21,0,1,40.0,25.0,0.0,8.88,1,15,0,32.0,2014,3,21,12,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-22,0,1,40.0,25.0,0.0,8.88,1,14,0,32.0,2014,3,22,12,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-23,0,1,40.0,25.0,0.0,8.88,1,14,0,32.0,2014,3,23,12,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-24,0,1,40.0,25.0,0.0,8.88,1,14,0,32.0,2014,3,24,13,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-25,0,1,40.0,25.0,0.0,8.88,1,13,0,32.0,2014,3,25,13,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-26,0,1,40.0,25.0,0.0,8.88,1,13,0,32.0,2014,3,26,13,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-27,0,1,40.0,25.0,0.0,8.88,1,13,0,32.0,2014,3,27,13,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-28,0,1,40.0,25.0,0.0,8.88,1,13,0,32.0,2014,3,28,13,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-29,0,1,40.0,25.0,0.0,8.88,1,13,0,31.0,2014,3,29,13,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-30,0,1,40.0,25.0,0.0,8.88,1,13,0,31.0,2014,3,30,13,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-03-31,0,1,40.0,25.0,0.0,8.88,1,14,0,31.0,2014,3,31,14,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-01,0,1,41.0,25.0,0.0,8.88,1,14,0,31.0,2014,4,1,14,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-02,0,1,41.0,25.0,0.0,8.88,1,15,0,31.0,2014,4,2,14,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-03,0,1,41.0,25.0,0.0,8.88,1,15,0,31.0,2014,4,3,14,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-04,0,1,41.0,25.0,0.0,8.88,1,16,0,31.0,2014,4,4,14,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-05,0,1,41.0,25.0,0.0,8.88,1,17,0,31.0,2014,4,5,14,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-06,0,1,41.0,25.0,0.0,8.88,1,19,0,31.0,2014,4,6,14,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-07,0,1,41.0,28.0,0.0,8.88,1,21,0,31.0,2014,4,7,15,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-08,0,1,41.0,28.0,0.0,8.88,1,23,0,31.0,2014,4,8,15,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-09,0,1,41.0,28.0,0.0,8.88,1,25,0,29.5,2014,4,9,15,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-10,0,1,41.0,28.0,0.0,8.88,1,26,0,29.5,2014,4,10,15,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-11,0,1,41.0,28.0,0.0,8.88,1,28,0,29.5,2014,4,11,15,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-12,0,1,41.0,28.0,0.0,8.88,1,38,0,29.5,2014,4,12,15,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-13,0,1,41.0,28.0,0.0,8.88,1,45,0,29.5,2014,4,13,15,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-14,0,1,41.0,28.0,0.0,8.88,1,47,0,29.5,2014,4,14,16,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-15,0,1,41.0,28.0,0.0,8.88,1,47,0,29.5,2014,4,15,16,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-16,0,1,41.0,28.0,0.0,8.88,1,45,0,29.5,2014,4,16,16,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-17,0,1,41.0,28.0,0.0,8.88,1,43,0,28.5,2014,4,17,16,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-18,0,1,41.0,28.0,0.0,8.88,1,42,0,28.5,2014,4,18,16,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-19,0,1,41.0,28.0,0.0,8.88,1,41,0,28.5,2014,4,19,16,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-20,0,1,41.0,28.0,0.0,8.88,1,44,0,28.5,2014,4,20,16,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-21,0,1,41.0,28.0,0.0,8.88,1,45,0,28.5,2014,4,21,17,0,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-22,0,1,41.0,28.0,0.0,8.88,1,47,0,28.5,2014,4,22,17,1,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-23,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.5,2014,4,23,17,2,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-24,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.5,2014,4,24,17,3,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-25,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.0,2014,4,25,17,4,0,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-26,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.0,2014,4,26,17,5,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
Yagoua,330,3,silty,2014-04-27,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.0,2014,4,27,17,6,1,1918.578,0.0,0.0,0.0,0.0,0.0,0.0,0.21562163262939132,0,1
