location,elevation,slope,soil_type,date,flood_severity,drought_severity,temp_max,temp_min,precipitation,soil_moisture,Watershed,river_flow,groundwater_level,reservoir_level
Yagoua,330,3,silty,2021-05-20,0,1,39.0,29.0,3.66,26.55,0,35,0,59.5
Yagoua,330,3,silty,2021-05-19,0,1,39.0,29.0,3.56,24.33,0,34,0,59.5
Yagoua,330,3,silty,2021-05-18,0,1,39.0,29.0,0.0,21.76,0,33,0,59.5
Yagoua,330,3,silty,2021-05-17,0,1,39.0,29.0,0.0,18.44,0,34,0,59.5
Yagoua,330,3,silty,2021-05-16,0,1,39.0,29.0,0.0,18.44,0,31,0,59.5
Yagoua,330,3,silty,2021-05-15,0,1,39.0,29.0,0.0,18.44,0,30,0,59.5
Yagoua,330,3,silty,2021-05-14,0,1,39.0,29.0,0.0,18.44,0,29,0,59.5
Yagoua,330,3,silty,2021-05-13,0,1,39.0,29.0,0.0,18.44,0,30,0,59.5
Yagoua,330,3,silty,2021-05-12,0,1,39.0,29.0,2.67,18.44,0,30,0,59.5
Yagoua,330,3,silty,2021-05-11,0,1,39.0,29.0,2.1,18.44,0,28,0,59.5
Yagoua,330,3,silty,2021-05-10,0,1,39.0,29.0,0.0,15.38,0,27,0,27.0
Yagoua,330,3,silty,2021-05-09,0,1,39.0,29.0,0.0,14.22,0,27,0,27.0
Yagoua,330,3,silty,2021-05-08,0,1,39.0,29.0,0.0,8.88,0,27,0,27.0
Yagoua,330,3,silty,2021-05-07,0,1,39.0,29.0,0.0,8.88,0,25,0,27.0
Yagoua,330,3,silty,2021-05-06,0,1,39.0,29.0,0.0,8.88,0,23,0,27.0
Yagoua,330,3,silty,2021-05-05,0,1,39.0,28.0,0.0,8.88,0,22,0,27.0
Yagoua,330,3,silty,2021-05-04,0,1,39.0,28.0,0.0,8.88,0,22,0,27.0
Yagoua,330,3,silty,2021-05-03,0,1,39.0,28.0,0.0,8.88,0,23,0,27.0
Yagoua,330,3,silty,2021-05-02,0,1,39.0,28.0,0.0,8.88,0,24,0,27.0
Yagoua,330,3,silty,2021-05-01,0,1,41.0,28.0,0.0,8.88,0,25,0,27.0
Yagoua,330,3,silty,2021-04-30,0,1,41.0,28.0,0.0,8.88,0,26,0,28.0
Yagoua,330,3,silty,2021-04-29,0,1,41.0,28.0,0.0,8.88,0,26,0,28.0
Yagoua,330,3,silty,2021-04-28,0,1,41.0,28.0,0.0,8.88,0,27,0,28.0
Yagoua,330,3,silty,2021-04-27,0,1,41.0,28.0,0.0,8.88,0,27,0,28.0
Yagoua,330,3,silty,2021-04-26,0,1,41.0,28.0,0.0,8.88,0,28,0,28.0
Yagoua,330,3,silty,2021-04-25,0,1,41.0,28.0,0.0,8.88,0,28,0,28.0
Yagoua,330,3,silty,2021-04-24,0,1,41.0,28.0,0.0,8.88,0,29,0,28.5
Yagoua,330,3,silty,2021-04-23,0,1,41.0,28.0,0.0,8.88,0,29,0,28.5
Yagoua,330,3,silty,2021-04-22,0,1,41.0,28.0,0.0,8.88,0,29,0,28.5
Yagoua,330,3,silty,2021-04-21,0,1,41.0,28.0,0.0,8.88,0,30,0,28.5
Yagoua,330,3,silty,2021-04-20,0,1,41.0,28.0,0.0,8.88,0,30,0,28.5
Yagoua,330,3,silty,2021-04-19,0,1,41.0,28.0,0.0,8.88,0,30,0,28.5
Yagoua,330,3,silty,2021-04-18,0,1,41.0,28.0,0.0,8.88,0,30,0,28.5
Yagoua,330,3,silty,2021-04-17,0,1,41.0,28.0,0.0,8.88,0,31,0,28.5
Yagoua,330,3,silty,2021-04-16,0,1,41.0,28.0,0.0,8.88,0,31,0,29.5
Yagoua,330,3,silty,2021-04-15,0,1,41.0,28.0,0.0,8.88,0,32,0,29.5
Yagoua,330,3,silty,2021-04-14,0,1,41.0,28.0,0.0,8.88,0,32,0,29.5
Yagoua,330,3,silty,2021-04-13,0,1,41.0,28.0,0.0,8.88,0,33,0,29.5
Yagoua,330,3,silty,2021-04-12,0,1,41.0,28.0,0.0,8.88,0,33,0,29.5
Yagoua,330,3,silty,2021-04-11,0,1,41.0,28.0,0.0,8.88,0,32,0,29.5
Yagoua,330,3,silty,2021-04-10,0,1,41.0,28.0,0.0,8.88,0,31,0,29.5
Yagoua,330,3,silty,2021-04-09,0,1,41.0,28.0,0.0,8.88,0,31,0,29.5
Yagoua,330,3,silty,2021-04-08,0,1,41.0,28.0,0.0,8.88,0,29,0,31.0
Yagoua,330,3,silty,2021-04-07,0,1,41.0,28.0,0.0,8.88,0,29,0,31.0
Yagoua,330,3,silty,2021-04-06,0,1,41.0,28.0,0.0,8.88,0,30,0,31.0
Yagoua,330,3,silty,2021-04-05,0,1,41.0,28.0,0.0,8.88,0,30,0,31.0
Yagoua,330,3,silty,2021-04-04,0,1,41.0,25.0,0.0,8.88,0,31,0,31.0
Yagoua,330,3,silty,2021-04-03,0,1,41.0,25.0,0.0,8.88,0,31,0,31.0
Yagoua,330,3,silty,2021-04-02,0,1,41.0,25.0,0.0,8.88,0,31,0,31.0
Yagoua,330,3,silty,2021-04-01,0,1,40.0,25.0,0.0,8.88,0,32,0,31.0
Yagoua,330,3,silty,2021-03-31,0,1,40.0,25.0,0.0,8.88,0,32,0,31.0
Yagoua,330,3,silty,2021-03-30,0,1,40.0,25.0,0.0,8.88,0,32,0,31.0
Yagoua,330,3,silty,2021-03-29,0,1,40.0,25.0,0.0,8.88,0,32,0,31.0
Yagoua,330,3,silty,2021-03-28,0,1,40.0,25.0,0.0,8.88,0,33,0,32.0
Yagoua,330,3,silty,2021-03-27,0,1,40.0,25.0,0.0,8.88,0,33,0,32.0
Yagoua,330,3,silty,2021-03-26,0,1,40.0,25.0,0.0,8.88,0,34,0,32.0
Yagoua,330,3,silty,2021-03-25,0,1,40.0,25.0,0.0,8.88,0,34,0,32.0
Yagoua,330,3,silty,2021-03-24,0,1,40.0,25.0,0.0,8.88,0,35,0,32.0
Yagoua,330,3,silty,2021-03-23,0,1,40.0,25.0,0.0,8.88,0,35,0,32.0
Yagoua,330,3,silty,2021-03-22,0,1,40.0,25.0,0.0,8.88,0,35,0,32.0
Yagoua,330,3,silty,2021-03-21,0,1,40.0,25.0,0.0,8.88,0,36,0,32.0
Yagoua,330,3,silty,2021-03-20,0,1,40.0,25.0,0.0,8.88,0,36,0,32.0
Yagoua,330,3,silty,2021-03-19,0,1,40.0,25.0,0.0,8.88,0,36,0,32.0
Yagoua,330,3,silty,2021-03-18,0,1,40.0,25.0,0.0,8.88,0,37,0,32.0
Yagoua,330,3,silty,2021-03-17,0,1,40.0,25.0,0.0,8.88,0,37,0,32.0
Yagoua,330,3,silty,2021-03-16,0,1,40.0,25.0,0.0,8.88,0,37,0,32.0
Yagoua,330,3,silty,2021-03-15,0,1,40.0,25.0,0.0,8.88,0,37,0,32.0
Yagoua,330,3,silty,2021-03-14,0,1,40.0,25.0,0.0,8.88,0,38,0,32.0
Yagoua,330,3,silty,2021-03-13,0,1,40.0,25.0,0.0,8.88,0,38,0,32.0
Yagoua,330,3,silty,2021-03-12,0,1,40.0,25.0,0.0,8.88,0,38,0,32.0
Yagoua,330,3,silty,2021-03-11,0,1,40.0,25.0,0.0,8.88,0,39,0,32.0
Yagoua,330,3,silty,2021-03-10,0,1,40.0,25.0,0.0,8.88,0,39,0,32.0
Yagoua,330,3,silty,2021-03-09,0,1,40.0,25.0,0.0,8.88,0,39,0,33.5
Yagoua,330,3,silty,2021-03-08,0,1,40.0,25.0,0.0,8.88,0,39,0,33.5
Yagoua,330,3,silty,2021-03-07,0,1,40.0,25.0,0.0,8.88,0,39,0,33.5
Yagoua,330,3,silty,2021-03-06,0,1,40.0,25.0,0.0,8.88,0,40,0,33.5
Yagoua,330,3,silty,2021-03-05,0,1,40.0,25.0,0.0,8.88,0,40,0,33.5
Yagoua,330,3,silty,2021-03-04,0,1,40.0,25.0,0.0,8.88,0,41,0,33.5
Yagoua,330,3,silty,2021-03-03,0,1,37.0,25.0,0.0,8.88,0,41,0,33.5
Yagoua,330,3,silty,2021-03-02,0,1,37.0,25.0,0.0,8.88,0,42,0,33.5
Yagoua,330,3,silty,2021-03-01,0,1,37.0,25.0,0.0,8.88,0,42,0,33.5
Yagoua,330,3,silty,2021-02-28,0,1,37.0,25.0,0.0,8.88,0,43,0,33.5
Yagoua,330,3,silty,2021-02-27,0,1,37.0,25.0,0.0,8.88,0,44,0,33.5
Yagoua,330,3,silty,2021-02-26,0,1,37.0,25.0,0.0,8.88,0,44,0,33.5
Yagoua,330,3,silty,2021-02-25,0,1,37.0,21.0,0.0,8.88,0,45,0,33.5
Yagoua,330,3,silty,2021-02-24,0,1,37.0,21.0,0.0,8.88,0,45,0,33.5
Yagoua,330,3,silty,2021-02-23,0,1,37.0,21.0,0.0,8.88,0,46,0,33.5
Yagoua,330,3,silty,2021-02-22,0,1,37.0,21.0,0.0,8.88,0,46,0,35.0
Yagoua,330,3,silty,2021-02-21,0,1,37.0,21.0,0.0,8.88,0,47,0,35.0
Yagoua,330,3,silty,2021-02-20,0,1,37.0,21.0,0.0,8.88,0,47,0,35.0
Yagoua,330,3,silty,2021-02-19,0,1,37.0,21.0,0.0,8.88,0,49,0,35.0
Yagoua,330,3,silty,2021-02-18,0,1,37.0,21.0,0.0,8.88,0,49,0,35.0
Yagoua,330,3,silty,2021-02-17,0,1,37.0,21.0,0.0,8.88,0,50,0,35.0
Yagoua,330,3,silty,2021-02-16,0,1,37.0,21.0,0.0,8.88,0,50,0,35.0
Yagoua,330,3,silty,2021-02-15,0,1,37.0,21.0,0.0,8.88,0,50,0,35.0
Yagoua,330,3,silty,2021-02-14,0,1,37.0,21.0,0.0,8.88,0,50,0,35.0
Yagoua,330,3,silty,2021-02-13,0,1,37.0,21.0,0.0,8.88,0,51,0,37.0
Yagoua,330,3,silty,2021-02-12,0,1,37.0,21.0,0.0,8.88,0,52,0,38.0
Yagoua,330,3,silty,2021-02-11,0,1,37.0,21.0,0.0,10.35,0,53,0,38.0
Yagoua,330,3,silty,2021-02-10,0,1,37.0,21.0,0.0,10.35,0,53,0,38.0
Yagoua,330,3,silty,2021-02-09,0,1,37.0,21.0,0.0,10.35,0,53,0,38.0
Yagoua,330,3,silty,2021-02-08,0,1,37.0,21.0,0.0,10.35,0,55,0,38.0
Yagoua,330,3,silty,2021-02-07,0,1,37.0,21.0,0.0,10.35,0,55,0,38.0
Yagoua,330,3,silty,2021-02-06,0,1,37.0,21.0,0.0,10.35,0,56,0,38.0
Yagoua,330,3,silty,2021-02-05,0,1,37.0,21.0,0.0,10.35,0,56,0,40.0
Yagoua,330,3,silty,2021-02-04,0,1,37.0,21.0,0.0,10.35,0,57,0,40.0
Yagoua,330,3,silty,2021-02-03,0,1,37.0,19.0,0.0,10.35,0,58,0,40.0
Yagoua,330,3,silty,2021-02-02,0,1,37.0,19.0,0.0,10.35,0,60,0,40.0
Yagoua,330,3,silty,2021-02-01,0,1,37.0,19.0,0.0,10.35,0,60,0,40.0
Yagoua,330,3,silty,2021-01-31,0,1,37.0,19.0,0.0,10.35,0,61,0,41.0
Yagoua,330,3,silty,2021-01-30,0,1,37.0,19.0,0.0,10.35,0,62,0,41.0
Yagoua,330,3,silty,2021-01-29,0,1,37.0,19.0,0.0,10.35,0,62,0,41.0
Yagoua,330,3,silty,2021-01-28,0,1,37.0,19.0,0.0,12.14,0,62,0,41.0
Yagoua,330,3,silty,2021-01-27,0,1,37.0,19.0,0.0,12.14,0,63,0,42.0
Yagoua,330,3,silty,2021-01-26,0,1,37.0,19.0,0.0,12.14,0,63,0,42.0
Yagoua,330,3,silty,2021-01-25,0,1,33.0,19.0,0.0,12.14,0,65,0,42.0
Yagoua,330,3,silty,2021-01-24,0,1,33.0,19.0,0.0,12.14,0,66,0,42.0
Yagoua,330,3,silty,2021-01-23,0,1,33.0,19.0,0.0,12.14,0,67,0,42.0
Yagoua,330,3,silty,2021-01-22,0,1,33.0,19.0,0.0,12.14,0,69,0,42.0
Yagoua,330,3,silty,2021-01-21,0,1,33.0,19.0,0.0,12.14,0,69,0,42.0
Yagoua,330,3,silty,2021-01-20,0,1,33.0,19.0,0.0,12.14,0,69,0,42.0
Yagoua,330,3,silty,2021-01-19,0,1,33.0,19.0,0.0,12.14,0,70,0,42.0
Yagoua,330,3,silty,2021-01-18,0,1,33.0,19.0,0.0,12.14,0,71,0,44.5
Yagoua,330,3,silty,2021-01-17,0,1,33.0,19.0,0.0,12.14,1,73,0,44.5
Yagoua,330,3,silty,2021-01-16,0,1,33.0,19.0,0.0,14.78,1,73,0,44.5
Yagoua,330,3,silty,2021-01-15,0,1,33.0,19.0,0.0,14.78,1,74,0,44.5
Yagoua,330,3,silty,2021-01-14,0,1,33.0,19.0,0.0,14.78,1,74,0,44.5
Yagoua,330,3,silty,2021-01-13,0,1,33.0,19.0,0.0,14.78,1,74,0,44.5
Yagoua,330,3,silty,2021-01-12,0,1,33.0,19.0,0.0,14.78,1,74,0,44.5
Yagoua,330,3,silty,2021-01-11,0,1,33.0,19.0,0.0,14.78,1,74,0,44.5
Yagoua,330,3,silty,2021-01-10,0,1,33.0,19.0,0.0,14.78,1,74,0,44.5
Yagoua,330,3,silty,2021-01-09,0,1,33.0,19.0,0.0,14.78,0,74,0,44.5
Yagoua,330,3,silty,2021-01-08,0,1,33.0,19.0,0.0,14.78,1,74,0,44.5
Yagoua,330,3,silty,2021-01-07,0,1,33.0,19.0,0.0,17.65,1,74,0,46.0
Yagoua,330,3,silty,2021-01-06,0,1,33.0,19.0,0.0,17.65,1,74,0,46.0
Yagoua,330,3,silty,2021-01-05,0,1,33.0,19.0,0.0,17.65,1,74,0,46.0
Yagoua,330,3,silty,2021-01-04,0,1,33.0,19.0,0.0,17.65,1,74,0,46.0
Yagoua,330,3,silty,2021-01-03,0,1,33.0,19.0,0.0,17.65,1,74,0,46.0
Yagoua,330,3,silty,2021-01-02,0,1,33.0,19.0,0.0,17.65,0,76,0,47.0
Yagoua,330,3,silty,2021-01-01,0,1,33.0,19.0,0.0,17.65,0,77,0,47.0
Yagoua,330,3,silty,2020-12-31,0,1,33.0,19.0,0.0,19.56,1,79,0,47.0
Yagoua,330,3,silty,2020-12-30,0,1,33.0,19.0,0.0,19.56,1,80,0,47.0
Yagoua,330,3,silty,2020-12-29,0,1,33.0,19.0,0.0,19.56,1,81,0,47.0
Yagoua,330,3,silty,2020-12-28,0,1,33.0,19.0,0.0,19.56,1,83,0,49.0
Yagoua,330,3,silty,2020-12-27,0,1,33.0,19.0,0.0,22.22,1,83,0,49.0
Yagoua,330,3,silty,2020-12-26,0,1,33.0,19.0,0.0,22.22,1,83,0,49.0
Yagoua,330,3,silty,2020-12-25,0,1,33.0,19.0,0.0,22.22,1,84,0,51.5
Yagoua,330,3,silty,2020-12-24,0,1,33.0,19.0,0.0,22.22,1,84,0,51.5
Yagoua,330,3,silty,2020-12-23,0,1,33.0,19.0,0.0,22.22,0,86,0,51.5
Yagoua,330,3,silty,2020-12-22,0,1,33.0,19.0,0.0,22.22,0,87,0,51.5
Yagoua,330,3,silty,2020-12-21,0,1,33.0,20.0,0.0,22.22,0,87,0,54.0
Yagoua,330,3,silty,2020-12-20,0,1,33.0,20.0,0.0,24.55,0,87,0,54.0
Yagoua,330,3,silty,2020-12-19,0,1,33.0,20.0,0.0,24.55,1,90,0,54.0
Yagoua,330,3,silty,2020-12-18,0,1,33.0,20.0,0.0,24.55,1,90,0,54.0
Yagoua,330,3,silty,2020-12-17,0,1,33.0,20.0,0.0,24.55,1,90,0,56.0
Yagoua,330,3,silty,2020-12-16,0,1,33.0,20.0,0.0,24.55,1,92,0,56.0
Yagoua,330,3,silty,2020-12-15,0,1,33.0,20.0,0.0,24.55,1,95,0,56.0
Yagoua,330,3,silty,2020-12-14,0,1,33.0,20.0,0.0,24.55,1,98,0,56.0
Yagoua,330,3,silty,2020-12-13,0,1,33.0,20.0,0.0,26.31,1,100,0,58.0
Yagoua,330,3,silty,2020-12-12,0,1,33.0,20.0,0.0,26.31,1,102,0,58.0
Yagoua,330,3,silty,2020-12-11,0,1,33.0,20.0,0.0,26.31,1,105,0,58.0
Yagoua,330,3,silty,2020-12-10,0,1,33.0,20.0,0.0,26.31,1,105,0,58.0
Yagoua,330,3,silty,2020-12-09,0,1,33.0,20.0,0.0,26.31,1,107,0,59.0
Yagoua,330,3,silty,2020-12-08,0,1,33.0,20.0,0.0,26.31,1,107,0,59.0
Yagoua,330,3,silty,2020-12-07,0,1,33.0,20.0,0.0,28.12,1,107,0,59.0
Yagoua,330,3,silty,2020-12-06,0,1,33.0,20.0,0.0,31.12,1,107,0,59.0
Yagoua,330,3,silty,2020-12-05,0,1,33.0,20.0,0.0,31.12,1,109,0,59.0
Yagoua,330,3,silty,2020-12-04,0,1,33.0,20.0,0.0,31.12,1,115,0,59.0
Yagoua,330,3,silty,2020-12-03,0,1,33.0,20.0,0.0,31.12,1,115,0,61.0
Yagoua,330,3,silty,2020-12-02,0,1,36.0,20.0,0.0,31.12,1,122,0,61.0
Yagoua,330,3,silty,2020-12-01,0,1,36.0,20.0,0.0,34.12,1,122,0,61.0
Yagoua,330,3,silty,2020-11-30,0,1,36.0,20.0,0.0,34.12,1,124,0,61.0
Yagoua,330,3,silty,2020-11-29,0,1,36.0,20.0,0.0,34.12,1,131,0,61.0
Yagoua,330,3,silty,2020-11-28,0,0,36.0,20.0,0.0,36.09,1,133,0,61.0
Yagoua,330,3,silty,2020-11-27,0,0,36.0,20.0,0.0,36.09,1,139,0,61.0
Yagoua,330,3,silty,2020-11-26,0,0,36.0,23.0,0.0,36.09,1,141,0,61.0
Yagoua,330,3,silty,2020-11-25,0,0,36.0,23.0,0.0,36.09,1,141,0,63.5
Yagoua,330,3,silty,2020-11-24,0,0,36.0,23.0,0.0,41.67,1,146,0,63.5
Yagoua,330,3,silty,2020-11-23,0,0,36.0,23.0,0.0,41.67,1,152,0,63.5
Yagoua,330,3,silty,2020-11-22,0,0,36.0,23.0,0.0,41.67,1,154,0,63.5
Yagoua,330,3,silty,2020-11-21,0,0,36.0,23.0,0.0,41.67,1,162,0,63.5
Yagoua,330,3,silty,2020-11-20,0,0,36.0,23.0,0.0,41.67,1,164,0,63.5
Yagoua,330,3,silty,2020-11-19,0,0,36.0,23.0,0.0,45.77,1,172,0,63.5
Yagoua,330,3,silty,2020-11-18,0,0,36.0,23.0,0.0,45.77,1,178,0,65.0
Yagoua,330,3,silty,2020-11-17,0,0,36.0,23.0,0.0,45.77,1,183,0,65.0
Yagoua,330,3,silty,2020-11-16,0,0,36.0,23.0,0.0,45.77,1,185,0,65.0
Yagoua,330,3,silty,2020-11-15,0,0,36.0,23.0,0.0,45.77,1,191,0,65.0
Yagoua,330,3,silty,2020-11-14,0,0,36.0,23.0,0.0,34.42,1,196,0,65.0
Yagoua,330,3,silty,2020-11-13,0,0,36.0,23.0,0.0,49.42,1,202,0,67.0
Yagoua,330,3,silty,2020-11-12,0,0,36.0,23.0,0.0,49.42,1,207,0,67.0
Yagoua,330,3,silty,2020-11-11,0,0,36.0,23.0,0.0,49.42,1,216,0,67.0
Yagoua,330,3,silty,2020-11-10,0,0,36.0,23.0,0.0,49.42,1,223,0,67.0
Yagoua,330,3,silty,2020-11-09,0,0,36.0,23.0,0.0,49.42,1,225,0,67.0
Yagoua,330,3,silty,2020-11-08,0,0,36.0,23.0,0.0,49.42,1,237,0,67.0
Yagoua,330,3,silty,2020-11-07,0,0,36.0,23.0,0.0,53.42,1,237,0,68.0
Yagoua,330,3,silty,2020-11-06,0,0,36.0,23.0,0.0,53.42,1,237,0,68.0
Yagoua,330,3,silty,2020-11-05,0,0,36.0,23.0,0.0,53.42,1,249,0,68.0
Yagoua,330,3,silty,2020-11-04,0,0,36.0,23.0,0.0,56.35,1,237,0,68.0
Yagoua,330,3,silty,2020-11-03,0,0,36.0,23.0,0.0,56.35,1,237,0,68.0
Yagoua,330,3,silty,2020-11-02,0,0,36.0,23.0,0.0,56.35,1,247,0,69.0
Yagoua,330,3,silty,2020-11-01,0,0,36.0,23.0,0.0,56.35,1,256,0,69.0
Yagoua,330,3,silty,2020-10-31,0,0,36.0,23.0,0.0,58.87,1,269,0,69.0
Yagoua,330,3,silty,2020-10-30,0,0,36.0,23.0,0.0,58.87,1,297,0,69.0
Yagoua,330,3,silty,2020-10-29,0,0,36.0,23.0,0.0,58.87,1,297,0,69.0
Yagoua,330,3,silty,2020-10-28,0,0,36.0,23.0,0.0,58.87,1,309,0,69.0
Yagoua,330,3,silty,2020-10-27,0,0,35.0,23.0,0.0,61.47,1,322,0,70.0
Yagoua,330,3,silty,2020-10-26,0,0,35.0,24.0,0.0,61.47,1,346,0,70.0
Yagoua,330,3,silty,2020-10-25,0,0,35.0,24.0,0.0,61.47,1,361,0,70.0
Yagoua,330,3,silty,2020-10-24,0,0,35.0,24.0,0.0,63.54,1,373,0,70.0
Yagoua,330,3,silty,2020-10-23,0,0,35.0,24.0,0.0,63.54,1,379,0,72.0
Yagoua,330,3,silty,2020-10-22,0,0,35.0,24.0,0.0,63.54,1,389,0,75.0
Yagoua,330,3,silty,2020-10-21,0,0,35.0,24.0,0.0,63.54,1,401,0,76.0
Yagoua,330,3,silty,2020-10-20,0,0,35.0,24.0,0.0,65.65,1,408,0,76.0
Yagoua,330,3,silty,2020-10-19,0,0,35.0,24.0,0.0,65.65,1,408,0,76.0
Yagoua,330,3,silty,2020-10-18,0,0,35.0,24.0,0.0,65.65,1,384,0,76.0
Yagoua,330,3,silty,2020-10-17,0,0,35.0,24.0,0.0,65.65,1,384,0,77.0
Yagoua,330,3,silty,2020-10-16,0,0,35.0,24.0,0.0,68.77,1,398,0,77.5
Yagoua,330,3,silty,2020-10-15,0,0,35.0,24.0,0.0,68.77,1,405,0,77.5
Yagoua,330,3,silty,2020-10-14,0,0,35.0,24.0,0.0,68.77,1,421,0,77.5
Yagoua,330,3,silty,2020-10-13,0,0,35.0,24.0,0.0,68.77,1,-999,0,77.5
Yagoua,330,3,silty,2020-10-12,0,0,35.0,24.0,0.0,70.89,1,475,0,78.0
Yagoua,330,3,silty,2020-10-11,0,0,35.0,24.0,0.0,70.89,1,492,0,78.0
Yagoua,330,3,silty,2020-10-10,0,0,35.0,24.0,0.0,70.89,1,517,0,78.0
Yagoua,330,3,silty,2020-10-09,0,0,35.0,24.0,0.0,70.89,1,539,0,78.0
Yagoua,330,3,silty,2020-10-08,0,0,35.0,24.0,0.0,70.89,1,539,0,78.0
Yagoua,330,3,silty,2020-10-07,1,0,35.0,24.0,0.0,73.0,1,535,0,78.5
Yagoua,330,3,silty,2020-10-06,1,0,35.0,24.0,0.0,73.0,1,565,0,78.5
Yagoua,330,3,silty,2020-10-05,1,0,35.0,24.0,0.0,73.0,1,592,0,78.5
Yagoua,330,3,silty,2020-10-04,1,0,35.0,24.0,0.0,75.41,1,615,0,78.5
Yagoua,330,3,silty,2020-10-03,1,0,35.0,24.0,0.0,75.41,1,623,0,78.5
Yagoua,330,3,silty,2020-10-02,1,0,35.0,24.0,0.0,75.41,1,635,0,78.5
Yagoua,330,3,silty,2020-10-01,1,0,35.0,23.8,0.0,76.22,1,643,0,79.0
Yagoua,330,3,silty,2020-09-30,1,0,35.0,23.6,0.0,76.22,1,651,0,79.0
Yagoua,330,3,silty,2020-09-29,1,0,32.7,23.4,0.0,76.22,1,659,0,79.0
Yagoua,330,3,silty,2020-09-28,1,0,32.5,23.4,0.0,78.34,1,692,0,79.0
Yagoua,330,3,silty,2020-09-27,1,0,32.4,23.4,0.0,79.68,1,704,0,80.5
Yagoua,330,3,silty,2020-09-26,1,0,32.0,23.4,0.0,80.43,1,717,0,80.5
Yagoua,330,3,silty,2020-09-25,1,0,32.0,23.1,0.0,80.43,1,730,0,80.5
Yagoua,330,3,silty,2020-09-24,1,0,32.0,23.1,0.0,81.32,1,782,0,80.5
Yagoua,330,3,silty,2020-09-23,1,0,32.1,23.1,0.0,82.07,1,813,0,80.5
Yagoua,330,3,silty,2020-09-22,1,0,32.0,23.1,0.0,82.07,1,826,0,80.5
Yagoua,330,3,silty,2020-09-21,1,0,32.0,23.1,4.2,82.07,1,822,0,82.0
Yagoua,330,3,silty,2020-09-20,1,0,32.0,23.1,0.0,82.64,1,813,0,82.0
Yagoua,330,3,silty,2020-09-19,1,0,32.0,23.1,3.14,82.64,1,804,0,82.0
Yagoua,330,3,silty,2020-09-18,1,0,32.0,23.1,2.89,82.64,1,808,0,82.0
Yagoua,330,3,silty,2020-09-17,1,0,32.0,23.4,0.0,82.64,1,813,0,82.0
Yagoua,330,3,silty,2020-09-16,1,0,31.5,23.4,3.65,82.64,1,817,0,82.0
Yagoua,330,3,silty,2020-09-15,1,0,31.5,23.4,7.44,83.112,1,822,0,82.0
Yagoua,330,3,silty,2020-09-14,1,0,31.5,23.4,7.87,83.112,1,831,0,82.0
Yagoua,330,3,silty,2020-09-13,1,0,31.5,23.4,8.55,83.112,1,813,0,84.0
Yagoua,330,3,silty,2020-09-12,1,0,32.5,23.4,8.55,83.112,1,795,0,84.0
Yagoua,330,3,silty,2020-09-11,1,0,32.7,23.5,8.55,83.112,1,795,0,84.0
Yagoua,330,3,silty,2020-09-10,1,0,32.7,23.4,8.55,83.112,1,768,0,84.0
Yagoua,330,3,silty,2020-09-09,1,0,32.7,23.4,9.14,84.61,1,768,0,84.0
Yagoua,330,3,silty,2020-09-08,1,0,32.7,23.4,0.0,84.61,1,755,0,84.0
Yagoua,330,3,silty,2020-09-07,1,0,32.7,23.4,0.0,84.61,1,742,0,86.0
Yagoua,330,3,silty,2020-09-06,1,0,32.9,23.6,4.55,84.61,1,734,0,87.0
Yagoua,330,3,silty,2020-09-05,1,0,32.4,23.4,6.98,84.61,1,725,0,89.0
Yagoua,330,3,silty,2020-09-04,1,0,32.4,23.4,6.98,84.61,1,717,0,90.0
Yagoua,330,3,silty,2020-09-03,1,0,32.4,23.7,6.98,84.61,1,704,0,92.0
Yagoua,330,3,silty,2020-09-02,1,0,32.1,23.4,6.98,84.61,1,700,0,92.0
Yagoua,330,3,silty,2020-09-01,1,0,32.8,23.7,0.0,84.61,1,684,0,94.0
Yagoua,330,3,silty,2020-08-31,1,0,32.8,23.0,4.77,84.61,1,643,0,97.0
Yagoua,330,3,silty,2020-08-30,1,0,32.8,23.0,8.98,84.61,1,615,0,97.0
Yagoua,330,3,silty,2020-08-29,1,0,30.0,23.0,8.45,84.61,1,611,0,97.0
Yagoua,330,3,silty,2020-08-28,1,0,29.0,23.0,8.45,84.61,1,611,0,97.0
Yagoua,330,3,silty,2020-08-27,1,0,31.0,23.0,8.45,85.32,1,643,0,97.0
Yagoua,330,3,silty,2020-08-26,1,0,30.0,23.0,7.77,85.54,1,675,0,97.0
Yagoua,330,3,silty,2020-08-25,1,0,30.0,23.0,6.98,86.22,1,725,0,97.0
Yagoua,330,3,silty,2020-08-24,1,0,30.0,23.0,7.65,86.31,1,713,0,97.0
Yagoua,330,3,silty,2020-08-23,1,0,30.0,23.0,3.45,86.34,1,692,0,97.0
Yagoua,330,3,silty,2020-08-22,1,0,30.0,23.0,6.22,86.55,1,679,0,97.0
Yagoua,330,3,silty,2020-08-21,1,0,30.0,23.0,0.0,85.66,1,651,0,97.0
Yagoua,330,3,silty,2020-08-20,1,0,30.0,23.0,6.22,85.66,1,647,0,97.0
Yagoua,330,3,silty,2020-08-19,1,0,30.0,23.0,0.0,86.66,1,643,0,97.0
Yagoua,330,3,silty,2020-08-18,1,0,30.0,23.0,6.22,86.66,1,651,0,97.0
Yagoua,330,3,silty,2020-08-17,1,0,30.0,23.0,7.88,86.66,1,655,0,97.0
Yagoua,330,3,silty,2020-08-16,1,0,30.0,23.0,3.44,86.66,1,659,0,97.0
