measurement_date,river_flow,groundwater_level,reservoir_level
2021-12-05,131,0,59
2021-12-04,133,0,59
2021-12-03,133,0,61
2021-12-02,135,0,61
2021-12-01,135,0,61
2021-11-30,141,0,61
2021-11-29,144,0,61
2021-11-28,146,0,61
2021-11-27,152,0,61
2021-11-26,156,0,61
2021-11-25,158,0,63.5
2021-11-24,162,0,63.5
2021-11-23,164,0,63.5
2021-11-22,170,0,63.5
2021-11-21,174,0,63.5
2021-11-20,176,0,63.5
2021-11-19,178,0,63.5
2021-11-18,185,0,65
2021-11-17,189,0,65
2021-11-16,193,0,65
2021-11-15,200,0,65
2021-11-14,205,0,65
2021-11-13,211,0,67
2021-11-12,218,0,67
2021-11-11,223,0,67
2021-11-10,230,0,67
2021-11-09,237,0,67
2021-11-08,244,0,67
2021-11-07,256,0,68
2021-11-06,262,0,68
2021-11-05,272,0,68
2021-11-04,277,0,68
2021-11-03,299,0,68
2021-11-02,309,0,69
2021-11-01,314,0,69
2021-10-31,328,0,69
2021-10-30,340,0,69
2021-10-29,352,0,69
2021-10-28,373,0,69
2021-10-27,392,0,70
2021-10-26,401,0,70
2021-10-25,421,0,70
2021-10-24,434,0,70
2021-10-23,458,0,72
2021-10-22,468,0,75
2021-10-21,492,0,76
2021-10-20,517,0,76
2021-10-19,535,0,76
2021-10-18,547,0,76
2021-10-17,565,0,77
2021-10-16,588,0,77.5
2021-10-15,619,0,77.5
2021-10-14,663,0,77.5
2021-10-13,725,0,77.5
2021-10-12,768,0,78
2021-10-11,813,0,78
2021-10-10,858,0,78
2021-10-09,909,0,78
2021-10-08,923,0,78
2021-10-07,-999,0,78.5
2021-10-06,-999,0,78.5
2021-10-05,-999,0,78.5
2021-10-04,-999,0,78.5
2021-10-03,-999,0,78.5
2021-10-02,-999,0,78.5
2021-10-01,-999,0,79
2021-09-30,1112,0,79
2021-09-29,1101,0,79
2021-09-28,1101,0,79
2021-09-27,1101,0,80.5
2021-09-26,1092,0,80.5
2021-09-25,1081,0,80.5
2021-09-24,1076,0,80.5
2021-09-23,1056,0,80.5
2021-09-22,1066,0,80.5
2021-09-21,1066,0,82
2021-09-20,1066,0,82
2021-09-19,1071,0,82
2021-09-18,1071,0,82
2021-09-17,1066,0,82
2021-09-16,1061,0,82
2021-09-15,1051,0,82
2021-09-14,1041,0,82
2021-09-13,1026,0,84
2021-09-12,1011,0,84
2021-09-11,1001,0,84
2021-09-10,981,0,84
2021-09-09,967,0,84
2021-09-08,933,0,84
2021-09-07,900,0,86
2021-09-06,858,0,87
2021-09-05,808,0,89
2021-09-04,747,0,90
2021-09-03,623,0,92
2021-09-02,573,0,92
2021-09-01,458,0,94
2021-08-31,421,0,97
2021-08-30,411,0,97
2021-08-29,427,0,97
2021-08-28,427,0,97
2021-08-27,451,0,97
2021-08-26,478,0,97
2021-08-25,478,0,97
2021-08-24,482,0,97
2021-08-23,482,0,97
2021-08-22,485,0,97
2021-08-21,485,0,97
2021-08-20,499,0,97
2021-08-19,514,0,97
2021-08-18,514,0,97
2021-08-17,468,0,97
2021-08-16,482,0,97
2021-08-15,492,0,97
2021-08-14,493,0,97
2021-08-13,503,0,97.5
2021-08-12,521,0,97.5
2021-08-11,547,0,97.5
2021-08-10,600,0,97.5
2021-08-09,573,0,97.5
2021-08-08,539,0,97.5
2021-08-07,471,0,97.5
2021-08-06,401,0,97.5
2021-08-05,346,0,97.5
2021-08-04,328,0,96
2021-08-03,297,0,96
2021-08-02,267,0,96
2021-08-01,254,0,92
2021-07-31,247,0,92
2021-07-30,269,0,92
2021-07-29,247,0,88
2021-07-28,257,0,88
2021-07-27,269,0,88
2021-07-26,277,0,88
2021-07-25,297,0,87
2021-07-24,302,0,86
2021-07-23,257,0,85
2021-07-22,244,0,85
2021-07-21,242,0,85
2021-07-20,239,0,85
2021-07-19,230,0,83.5
2021-07-18,256,0,83.5
2021-07-17,277,0,80
2021-07-16,267,0,79
2021-07-15,267,0,78
2021-07-14,272,0,77
2021-07-13,305,0,77
2021-07-12,343,0,76
2021-07-11,349,0,76
2021-07-10,331,0,76
2021-07-09,277,0,76
2021-07-08,191,0,76
2021-07-07,183,0,74
2021-07-06,152,0,73
2021-07-05,142,0,73
2021-07-04,141,0,73
2021-07-03,141,0,73
2021-07-02,142,0,71
2021-07-01,142,0,70
2021-06-30,141,0,69
2021-06-29,139,0,67.5
2021-06-28,139,0,67.5
2021-06-27,137,0,67.5
2021-06-26,141,0,67.5
2021-06-25,154,0,65
2021-06-24,148,0,63.5
2021-06-23,133,0,63.5
2021-06-22,122,0,63.5
2021-06-21,110,0,62
2021-06-20,107,0,62
2021-06-19,100,0,62
2021-06-18,95,0,62
2021-06-17,89,0,62
2021-06-16,87,0,61
2021-06-15,84,0,61
2021-06-14,79,0,61
2021-06-13,73,0,61
2021-06-12,70,0,59.5
2021-06-11,66,0,59.5
2021-06-10,58,0,59.5
2021-06-09,57,0,59.5
2021-06-08,56,0,
2021-06-07,52,0,
2021-06-06,49,0,
2021-06-05,50,0,
2021-06-04,51,0,
2021-06-03,51,0,
2021-06-02,47,0,
2021-06-01,46,0,
2021-05-31,44,0,
2021-05-30,44,0,
2021-05-29,44,0,
2021-05-28,43,0,
2021-05-27,43,0,
2021-05-26,41,0,
2021-05-25,41,0,
2021-05-24,41,0,
2021-05-23,38,0,
2021-05-22,37,0,
2021-05-21,36,0,
2021-05-20,35,0,
2021-05-19,34,0,
2021-05-18,33,0,
2021-05-17,34,0,
2021-05-16,31,0,
2021-05-15,30,0,
2021-05-14,29,0,
2021-05-13,30,0,
2021-05-12,30,0,
2021-05-11,28,0,
2021-05-10,27,0,27
2021-05-09,27,0,27
2021-05-08,27,0,27
2021-05-07,25,0,27
2021-05-06,23,0,27
2021-05-05,22,0,27
2021-05-04,22,0,27
2021-05-03,23,0,27
2021-05-02,24,0,27
2021-05-01,25,0,27
2021-04-30,26,0,28
2021-04-29,26,0,28
2021-04-28,27,0,28
2021-04-27,27,0,28
2021-04-26,28,0,28
2021-04-25,28,0,28
2021-04-24,29,0,28.5
2021-04-23,29,0,28.5
2021-04-22,29,0,28.5
2021-04-21,30,0,28.5
2021-04-20,30,0,28.5
2021-04-19,30,0,28.5
2021-04-18,30,0,28.5
2021-04-17,31,0,28.5
2021-04-16,31,0,29.5
2021-04-15,32,0,29.5
2021-04-14,32,0,29.5
2021-04-13,33,0,29.5
2021-04-12,33,0,29.5
2021-04-11,32,0,29.5
2021-04-10,31,0,29.5
2021-04-09,31,0,29.5
2021-04-08,29,0,31
2021-04-07,29,0,31
2021-04-06,30,0,31
2021-04-05,30,0,31
2021-04-04,31,0,31
2021-04-03,31,0,31
2021-04-02,31,0,31
2021-04-01,32,0,31
2021-03-31,32,0,31
2021-03-30,32,0,31
2021-03-29,32,0,31
2021-03-28,33,0,32
2021-03-27,33,0,32
2021-03-26,34,0,32
2021-03-25,34,0,32
2021-03-24,35,0,32
2021-03-23,35,0,32
2021-03-22,35,0,32
2021-03-21,36,0,32
2021-03-20,36,0,32
2021-03-19,36,0,32
2021-03-18,37,0,32
2021-03-17,37,0,32
2021-03-16,37,0,32
2021-03-15,37,0,32
2021-03-14,38,0,32
2021-03-13,38,0,32
2021-03-12,38,0,32
2021-03-11,39,0,32
2021-03-10,39,0,32
2021-03-09,39,0,33.5
2021-03-08,39,0,33.5
2021-03-07,39,0,33.5
2021-03-06,40,0,33.5
2021-03-05,40,0,33.5
2021-03-04,41,0,33.5
2021-03-03,41,0,33.5
2021-03-02,42,0,33.5
2021-03-01,42,0,33.5
2021-02-28,43,0,33.5
2021-02-27,44,0,33.5
2021-02-26,44,0,33.5
2021-02-25,45,0,33.5
2021-02-24,45,0,33.5
2021-02-23,46,0,33.5
2021-02-22,46,0,35
2021-02-21,47,0,35
2021-02-20,47,0,35
2021-02-19,49,0,35
2021-02-18,49,0,35
2021-02-17,50,0,35
2021-02-16,50,0,35
2021-02-15,50,0,35
2021-02-14,50,0,35
2021-02-13,51,0,37
2021-02-12,52,0,38
2021-02-11,53,0,38
2021-02-10,53,0,38
2021-02-09,53,0,38
2021-02-08,55,0,38
2021-02-07,55,0,38
2021-02-06,56,0,38
2021-02-05,56,0,40
2021-02-04,57,0,40
2021-02-03,58,0,40
2021-02-02,60,0,40
2021-02-01,60,0,40
2021-01-31,61,0,41
2021-01-30,62,0,41
2021-01-29,62,0,41
2021-01-28,62,0,41
2021-01-27,63,0,42
2021-01-26,63,0,42
2021-01-25,65,0,42
2021-01-24,66,0,42
2021-01-23,67,0,42
2021-01-22,69,0,42
2021-01-21,69,0,42
2021-01-20,69,0,42
2021-01-19,70,0,42
2021-01-18,71,0,44.5
2021-01-17,73,0,44.5
2021-01-16,73,0,44.5
2021-01-15,74,0,44.5
2021-01-14,74,0,44.5
2021-01-13,74,0,44.5
2021-01-12,74,0,44.5
2021-01-11,74,0,44.5
2021-01-10,74,0,44.5
2021-01-09,74,0,44.5
2021-01-08,74,0,44.5
2021-01-07,74,0,46
2021-01-06,74,0,46
2021-01-05,74,0,46
2021-01-04,74,0,46
2021-01-03,74,0,46
2021-01-02,76,0,47
2021-01-01,77,0,47
2020-12-31,79,0,47
2020-12-30,80,0,47
2020-12-29,81,0,47
2020-12-28,83,0,49
2020-12-27,83,0,49
2020-12-26,83,0,49
2020-12-25,84,0,51.5
2020-12-24,84,0,51.5
2020-12-23,86,0,51.5
2020-12-22,87,0,51.5
2020-12-21,87,0,54
2020-12-20,87,0,54
2020-12-19,90,0,54
2020-12-18,90,0,54
2020-12-17,90,0,56
2020-12-16,92,0,56
2020-12-15,95,0,56
2020-12-14,98,0,56
2020-12-13,100,0,58
2020-12-12,102,0,58
2020-12-11,105,0,58
2020-12-10,105,0,58
2020-12-09,107,0,59
2020-12-08,107,0,59
2020-12-07,107,0,59
2020-12-06,107,0,59
2020-12-05,109,0,59
2020-12-04,115,0,59
2020-12-03,115,0,61
2020-12-02,122,0,61
2020-12-01,122,0,61
2020-11-30,124,0,61
2020-11-29,131,0,61
2020-11-28,133,0,61
2020-11-27,139,0,61
2020-11-26,141,0,61
2020-11-25,141,0,63.5
2020-11-24,146,0,63.5
2020-11-23,152,0,63.5
2020-11-22,154,0,63.5
2020-11-21,162,0,63.5
2020-11-20,164,0,63.5
2020-11-19,172,0,63.5
2020-11-18,178,0,65
2020-11-17,183,0,65
2020-11-16,185,0,65
2020-11-15,191,0,65
2020-11-14,196,0,65
2020-11-13,202,0,67
2020-11-12,207,0,67
2020-11-11,216,0,67
2020-11-10,223,0,67
2020-11-09,225,0,67
2020-11-08,237,0,67
2020-11-07,237,0,68
2020-11-06,237,0,68
2020-11-05,249,0,68
2020-11-04,237,0,68
2020-11-03,237,0,68
2020-11-02,247,0,69
2020-11-01,256,0,69
2020-10-31,269,0,69
2020-10-30,297,0,69
2020-10-29,297,0,69
2020-10-28,309,0,69
2020-10-27,322,0,70
2020-10-26,346,0,70
2020-10-25,361,0,70
2020-10-24,373,0,70
2020-10-23,379,0,72
2020-10-22,389,0,75
2020-10-21,401,0,76
2020-10-20,408,0,76
2020-10-19,408,0,76
2020-10-18,384,0,76
2020-10-17,384,0,77
2020-10-16,398,0,77.5
2020-10-15,405,0,77.5
2020-10-14,421,0,77.5
2020-10-13,-999,0,77.5
2020-10-12,475,0,78
2020-10-11,492,0,78
2020-10-10,517,0,78
2020-10-09,539,0,78
2020-10-08,539,0,78
2020-10-07,535,0,78.5
2020-10-06,565,0,78.5
2020-10-05,592,0,78.5
2020-10-04,615,0,78.5
2020-10-03,623,0,78.5
2020-10-02,635,0,78.5
2020-10-01,643,0,79
2020-09-30,651,0,79
2020-09-29,659,0,79
2020-09-28,692,0,79
2020-09-27,704,0,80.5
2020-09-26,717,0,80.5
2020-09-25,730,0,80.5
2020-09-24,782,0,80.5
2020-09-23,813,0,80.5
2020-09-22,826,0,80.5
2020-09-21,822,0,82
2020-09-20,813,0,82
2020-09-19,804,0,82
2020-09-18,808,0,82
2020-09-17,813,0,82
2020-09-16,817,0,82
2020-09-15,822,0,82
2020-09-14,831,0,82
2020-09-13,813,0,84
2020-09-12,795,0,84
2020-09-11,795,0,84
2020-09-10,768,0,84
2020-09-09,768,0,84
2020-09-08,755,0,84
2020-09-07,742,0,86
2020-09-06,734,0,87
2020-09-05,725,0,89
2020-09-04,717,0,90
2020-09-03,704,0,92
2020-09-02,700,0,92
2020-09-01,684,0,94
2020-08-31,643,0,97
2020-08-30,615,0,97
2020-08-29,611,0,97
2020-08-28,611,0,97
2020-08-27,643,0,97
2020-08-26,675,0,97
2020-08-25,725,0,97
2020-08-24,713,0,97
2020-08-23,692,0,97
2020-08-22,679,0,97
2020-08-21,651,0,97
2020-08-20,647,0,97
2020-08-19,643,0,97
2020-08-18,651,0,97
2020-08-17,655,0,97
2020-08-16,659,0,97
2020-08-15,692,0,97
2020-08-14,704,0,97
2020-08-13,692,0,97.5
2020-08-12,659,0,97.5
2020-08-11,651,0,97.5
2020-08-10,651,0,97.5
2020-08-09,631,0,97.5
2020-08-08,639,0,97.5
2020-08-07,639,0,97.5
2020-08-06,623,0,97.5
2020-08-05,580,0,97.5
2020-08-04,561,0,96
2020-08-03,565,0,96
2020-08-02,569,0,96
2020-08-01,561,0,92
2020-07-31,554,0,92
2020-07-30,573,0,92
2020-07-29,592,0,88
2020-07-28,584,0,88
2020-07-27,543,0,88
2020-07-26,485,0,88
2020-07-25,458,0,87
2020-07-24,434,0,86
2020-07-23,370,0,85
2020-07-22,349,0,85
2020-07-21,358,0,85
2020-07-20,373,0,85
2020-07-19,361,0,83.5
2020-07-18,343,0,83.5
2020-07-17,343,0,80
2020-07-16,340,0,79
2020-07-15,305,0,78
2020-07-14,274,0,77
2020-07-13,225,0,77
2020-07-12,214,0,76
2020-07-11,198,0,76
2020-07-10,170,0,76
2020-07-09,144,0,76
2020-07-08,131,0,76
2020-07-07,122,0,74
2020-07-06,121,0,73
2020-07-05,117,0,73
2020-07-04,115,0,73
2020-07-03,114,0,73
2020-07-02,115,0,71
2020-07-01,119,0,70
2020-06-30,121,0,69
2020-06-29,124,0,67.5
2020-06-28,124,0,67.5
2020-06-27,122,0,67.5
2020-06-26,110,0,67.5
2020-06-25,107,0,65
2020-06-24,104,0,63.5
2020-06-23,98,0,63.5
2020-06-22,90,0,63.5
2020-06-21,62,0,62
2020-06-20,55,0,62
2020-06-19,52,0,62
2020-06-18,46,0,62
2020-06-17,42,0,62
2020-06-16,43,0,61
2020-06-15,43,0,61
2020-06-14,42,0,61
2020-06-13,42,0,61
2020-06-12,43,0,59.5
2020-06-11,43,0,59.5
2020-06-10,44,0,59.5
2020-06-09,45,0,59.5
2020-06-08,44,0,
2020-06-07,44,0,
2020-06-06,43,0,
2020-06-05,41,0,
2020-06-04,41,0,
2020-06-03,41,0,
2020-06-02,40,0,
2020-06-01,40,0,
2020-05-31,42,0,
2020-05-30,41,0,
2020-05-29,40,0,
2020-05-28,40,0,
2020-05-27,40,0,
2020-05-26,41,0,
2020-05-25,39,0,
2020-05-24,38,0,
2020-05-23,37,0,
2020-05-22,34,0,
2020-05-21,31,0,
2020-05-20,30,0,
2020-05-19,-999,0,
2020-05-18,-999,0,
2020-05-17,-999,0,
2020-05-16,-999,0,
2020-05-15,-999,0,
2020-05-14,-999,0,
2020-05-13,-999,0,
2020-05-12,-999,0,
2020-05-11,-999,0,
2020-05-10,-999,0,27
2020-05-09,-999,0,27
2020-05-08,-999,0,27
2020-05-07,-999,0,27
2020-05-06,-999,0,27
2020-05-05,-999,0,27
2020-05-04,-999,0,27
2020-05-03,-999,0,27
2020-05-02,-999,0,27
2020-05-01,-999,0,27
2020-04-30,-999,0,28
2020-04-29,-999,0,28
2020-04-28,-999,0,28
2020-04-27,-999,0,28
2020-04-26,-999,0,28
2020-04-25,-999,0,28
2020-04-24,-999,0,28.5
2020-04-23,-999,0,28.5
2020-04-22,47,0,28.5
2020-04-21,45,0,28.5
2020-04-20,44,0,28.5
2020-04-19,41,0,28.5
2020-04-18,42,0,28.5
2020-04-17,43,0,28.5
2020-04-16,45,0,29.5
2020-04-15,47,0,29.5
2020-04-14,47,0,29.5
2020-04-13,45,0,29.5
2020-04-12,38,0,29.5
2020-04-11,28,0,29.5
2020-04-10,26,0,29.5
2020-04-09,25,0,29.5
2020-04-08,23,0,31
2020-04-07,21,0,31
2020-04-06,19,0,31
2020-04-05,17,0,31
2020-04-04,16,0,31
2020-04-03,15,0,31
2020-04-02,15,0,31
2020-04-01,14,0,31
2020-03-31,14,0,31
2020-03-30,13,0,31
2020-03-29,13,0,31
2020-03-28,13,0,32
2020-03-27,13,0,32
2020-03-26,13,0,32
2020-03-25,13,0,32
2020-03-24,14,0,32
2020-03-23,14,0,32
2020-03-22,14,0,32
2020-03-21,15,0,32
2020-03-20,15,0,32
2020-03-19,15,0,32
2020-03-18,15,0,32
2020-03-17,15,0,32
2020-03-16,15,0,32
2020-03-15,16,0,32
2020-03-14,16,0,32
2020-03-13,17,0,32
2020-03-12,17,0,32
2020-03-11,17,0,32
2020-03-10,17,0,32
2020-03-09,17,0,33.5
2020-03-08,18,0,33.5
2020-03-07,18,0,33.5
2020-03-06,19,0,33.5
2020-03-05,19,0,33.5
2020-03-04,20,0,33.5
2020-03-03,20,0,33.5
2020-03-02,20,0,33.5
2020-03-01,20,0,33.5
2020-02-29,20,0,33.5
2020-02-28,20,0,33.5
2020-02-27,21,0,33.5
2020-02-26,21,0,33.5
2020-02-25,22,0,33.5
2020-02-24,23,0,33.5
2020-02-23,23,0,35
2020-02-22,24,0,35
2020-02-21,24,0,35
2020-02-20,25,0,35
2020-02-19,25,0,35
2020-02-18,25,0,35
2020-02-17,25,0,35
2020-02-16,26,0,35
2020-02-15,26,0,35
2020-02-14,27,0,37
2020-02-13,27,0,38
2020-02-12,28,0,38
2020-02-11,28,0,38
2020-02-10,29,0,38
2020-02-09,29,0,38
2020-02-08,30,0,38
2020-02-07,31,0,38
2020-02-06,31,0,40
2020-02-05,32,0,40
2020-02-04,33,0,40
2020-02-03,34,0,40
2020-02-02,32,0,40
2020-02-01,33,0,41
2020-01-31,34,0,41
2020-01-30,35,0,41
2020-01-29,35,0,41
2020-01-28,35,0,42
2020-01-27,36,0,42
2020-01-26,36,0,42
2020-01-25,36,0,42
2020-01-24,36,0,42
2020-01-23,36,0,42
2020-01-22,37,0,42
2020-01-21,37,0,42
2020-01-20,38,0,42
2020-01-19,38,0,44.5
2020-01-18,39,0,44.5
2020-01-17,39,0,44.5
2020-01-16,40,0,44.5
2020-01-15,40,0,44.5
2020-01-14,41,0,44.5
2020-01-13,41,0,44.5
2020-01-12,42,0,44.5
2020-01-11,43,0,44.5
2020-01-10,44,0,44.5
2020-01-09,44,0,44.5
2020-01-08,45,0,46
2020-01-07,46,0,46
2020-01-06,46,0,46
2020-01-05,47,0,46
2020-01-04,47,0,46
2020-01-03,49,0,47
2020-01-02,50,0,47
2020-01-01,50,0,47
2019-12-31,51,0,47
2019-12-30,51,0,47
2019-12-29,52,0,49
2019-12-28,53,0,49
2019-12-27,53,0,49
2019-12-26,55,0,51.5
2019-12-25,56,0,51.5
2019-12-24,57,0,51.5
2019-12-23,58,0,51.5
2019-12-22,58,0,54
2019-12-21,58,0,54
2019-12-20,60,0,54
2019-12-19,60,0,54
2019-12-18,61,0,56
2019-12-17,61,0,56
2019-12-16,62,0,56
2019-12-15,62,0,56
2019-12-14,-999,0,58
2019-12-13,-999,0,58
2019-12-12,-999,0,58
2019-12-11,-999,0,58
2019-12-10,-999,0,59
2019-12-09,-999,0,59
2019-12-08,-999,0,59
2019-12-07,-999,0,59
2019-12-06,-999,0,59
2019-12-05,76,0,59
2019-12-04,77,0,61
2019-12-03,79,0,61
2019-12-02,80,0,61
2019-12-01,83,0,61
2019-11-30,84,0,61
2019-11-29,84,0,61
2019-11-28,86,0,61
2019-11-27,87,0,61
2019-11-26,89,0,63.5
2019-11-25,89,0,63.5
2019-11-24,90,0,63.5
2019-11-23,92,0,63.5
2019-11-22,94,0,63.5
2019-11-21,95,0,63.5
2019-11-20,97,0,63.5
2019-11-19,98,0,65
2019-11-18,102,0,65
2019-11-17,104,0,65
2019-11-16,105,0,65
2019-11-15,107,0,65
2019-11-14,112,0,67
2019-11-13,115,0,67
2019-11-12,119,0,67
2019-11-11,122,0,67
2019-11-10,126,0,67
2019-11-09,129,0,67
2019-11-08,133,0,68
2019-11-07,137,0,68
2019-11-06,139,0,68
2019-11-05,142,0,68
2019-11-04,146,0,68
2019-11-03,152,0,69
2019-11-02,158,0,69
2019-11-01,162,0,69
2019-10-31,170,0,69
2019-10-30,176,0,69
2019-10-29,185,0,69
2019-10-28,196,0,70
2019-10-27,202,0,70
2019-10-26,209,0,70
2019-10-25,221,0,70
2019-10-24,239,0,72
2019-10-23,256,0,75
2019-10-22,267,0,76
2019-10-21,272,0,76
2019-10-20,277,0,76
2019-10-19,305,0,76
2019-10-18,299,0,77
2019-10-17,277,0,77.5
2019-10-16,272,0,77.5
2019-10-15,262,0,77.5
2019-10-14,244,0,77.5
2019-10-13,244,0,78
2019-10-12,259,0,78
2019-10-11,267,0,78
2019-10-10,269,0,78
2019-10-09,272,0,78
2019-10-08,277,0,78.5
2019-10-07,311,0,78.5
2019-10-06,325,0,78.5
2019-10-05,299,0,78.5
2019-10-04,232,0,78.5
2019-10-03,223,0,78.5
2019-10-02,235,0,79
2019-10-01,239,0,79
2019-09-30,244,0,79
2019-09-29,254,0,79
2019-09-28,274,0,80.5
2019-09-27,277,0,80.5
2019-09-26,305,0,80.5
2019-09-25,314,0,80.5
2019-09-24,328,0,80.5
2019-09-23,322,0,80.5
2019-09-22,322,0,82
2019-09-21,343,0,82
2019-09-20,370,0,82
2019-09-19,392,0,82
2019-09-18,408,0,82
2019-09-17,418,0,82
2019-09-16,434,0,82
2019-09-15,464,0,82
2019-09-14,489,0,84
2019-09-13,489,0,84
2019-09-12,464,0,84
2019-09-11,411,0,84
2019-09-10,340,0,84
2019-09-09,235,0,84
2019-09-08,228,0,86
2019-09-07,223,0,87
2019-09-06,225,0,89
2019-09-05,214,0,90
2019-09-04,216,0,92
2019-09-03,228,0,92
2019-09-02,242,0,94
2019-09-01,272,0,97
2019-08-31,272,0,97
2019-08-30,299,0,97
2019-08-29,302,0,97
2019-08-28,294,0,97
2019-08-27,277,0,97
2019-08-26,331,0,97
2019-08-25,340,0,97
2019-08-24,294,0,97
2019-08-23,305,0,97
2019-08-22,340,0,97
2019-08-21,352,0,97
2019-08-20,395,0,97
2019-08-19,408,0,97
2019-08-18,441,0,97
2019-08-17,485,0,97
2019-08-16,478,0,97
2019-08-15,444,0,97
2019-08-14,434,0,97.5
2019-08-13,414,0,97.5
2019-08-12,401,0,97.5
2019-08-11,385,0,97.5
2019-08-10,373,0,97.5
2019-08-09,358,0,97.5
2019-08-08,346,0,97.5
2019-08-07,343,0,97.5
2019-08-06,340,0,97.5
2019-08-05,331,0,96
2019-08-04,277,0,96
2019-08-03,235,0,96
2019-08-02,223,0,92
2019-08-01,223,0,92
2019-07-31,225,0,92
2019-07-30,225,0,88
2019-07-29,228,0,88
2019-07-28,228,0,88
2019-07-27,232,0,88
2019-07-26,232,0,87
2019-07-25,239,0,86
2019-07-24,232,0,85
2019-07-23,228,0,85
2019-07-22,223,0,85
2019-07-21,216,0,85
2019-07-20,202,0,83.5
2019-07-19,172,0,83.5
2019-07-18,142,0,80
2019-07-17,141,0,79
2019-07-16,137,0,78
2019-07-15,133,0,77
2019-07-14,128,0,77
2019-07-13,121,0,76
2019-07-12,117,0,76
2019-07-11,112,0,76
2019-07-10,107,0,76
2019-07-09,104,0,76
2019-07-08,98,0,74
2019-07-07,95,0,73
2019-07-06,90,0,73
2019-07-05,87,0,73
2019-07-04,84,0,73
2019-07-03,81,0,71
2019-07-02,80,0,70
2019-07-01,79,0,69
2019-06-30,77,0,67.5
2019-06-29,79,0,67.5
2019-06-28,-999,0,67.5
2019-06-27,-999,0,67.5
2019-06-26,-999,0,65
2019-06-25,-999,0,63.5
2019-06-24,-999,0,63.5
2019-06-23,-999,0,63.5
2019-06-22,76,0,62
2019-06-21,76,0,62
2019-06-20,74,0,62
2019-06-19,74,0,62
2019-06-18,76,0,62
2019-06-17,-999,0,61
2019-06-16,-999,0,61
2019-06-15,-999,0,61
2019-06-14,-999,0,61
2019-06-13,-999,0,59.5
2019-06-12,76,0,59.5
2019-06-11,76,0,59.5
2019-06-10,76,0,59.5
2019-06-09,76,0,
2019-06-08,76,0,
2019-06-07,74,0,
2019-06-06,74,0,
2019-06-05,74,0,
2019-06-04,74,0,
2019-06-03,74,0,
2019-06-02,73,0,
2019-06-01,73,0,
2019-05-31,73,0,
2019-05-30,73,0,
2019-05-29,73,0,
2019-05-28,73,0,
2019-05-27,73,0,
2019-05-26,71,0,
2019-05-25,71,0,
2019-05-24,71,0,
2019-05-23,71,0,
2019-05-22,71,0,
2019-05-21,70,0,
2019-05-20,70,0,
2019-05-19,70,0,
2019-05-18,73,0,
2019-05-17,73,0,
2019-05-16,73,0,
2019-05-15,74,0,
2019-05-14,73,0,
2019-05-13,73,0,
2019-05-12,73,0,
2019-05-11,74,0,
2019-05-10,76,0,27
2019-05-09,76,0,27
2019-05-08,76,0,27
2019-05-07,74,0,27
2019-05-06,74,0,27
2019-05-05,73,0,27
2019-05-04,73,0,27
2019-05-03,73,0,27
2019-05-02,71,0,27
2019-05-01,70,0,27
2019-04-30,69,0,28
2019-04-29,66,0,28
2019-04-28,65,0,28
2019-04-27,61,0,28
2019-04-26,57,0,28
2019-04-25,50,0,28
2019-04-24,44,0,28.5
2019-04-23,43,0,28.5
2019-04-22,42,0,28.5
2019-04-21,40,0,28.5
2019-04-20,39,0,28.5
2019-04-19,38,0,28.5
2019-04-18,37,0,28.5
2019-04-17,36,0,28.5
2019-04-16,35,0,29.5
2019-04-15,35,0,29.5
2019-04-14,34,0,29.5
2019-04-13,34,0,29.5
2019-04-12,34,0,29.5
2019-04-11,34,0,29.5
2019-04-10,34,0,29.5
2019-04-09,35,0,29.5
2019-04-08,35,0,31
2019-04-07,35,0,31
2019-04-06,35,0,31
2019-04-05,35,0,31
2019-04-04,35,0,31
2019-04-03,35,0,31
2019-04-02,35,0,31
2019-04-01,36,0,31
2019-03-31,36,0,31
2019-03-30,36,0,31
2019-03-29,36,0,31
2019-03-28,37,0,32
2019-03-27,37,0,32
2019-03-26,37,0,32
2019-03-25,37,0,32
2019-03-24,38,0,32
2019-03-23,38,0,32
2019-03-22,38,0,32
2019-03-21,38,0,32
2019-03-20,39,0,32
2019-03-19,39,0,32
2019-03-18,39,0,32
2019-03-17,39,0,32
2019-03-16,39,0,32
2019-03-15,40,0,32
2019-03-14,40,0,32
2019-03-13,40,0,32
2019-03-12,40,0,32
2019-03-11,40,0,32
2019-03-10,41,0,32
2019-03-09,41,0,33.5
2019-03-08,41,0,33.5
2019-03-07,41,0,33.5
2019-03-06,42,0,33.5
2019-03-05,42,0,33.5
2019-03-04,43,0,33.5
2019-03-03,44,0,33.5
2019-03-02,44,0,33.5
2019-03-01,45,0,33.5
2019-02-28,46,0,33.5
2019-02-27,46,0,33.5
2019-02-26,47,0,33.5
2019-02-25,49,0,33.5
2019-02-24,50,0,33.5
2019-02-23,50,0,33.5
2019-02-22,51,0,35
2019-02-21,52,0,35
2019-02-20,53,0,35
2019-02-19,53,0,35
2019-02-18,55,0,35
2019-02-17,56,0,35
2019-02-16,57,0,35
2019-02-15,57,0,35
2019-02-14,58,0,35
2019-02-13,58,0,37
2019-02-12,60,0,38
2019-02-11,60,0,38
2019-02-10,60,0,38
2019-02-09,61,0,38
2019-02-08,61,0,38
2019-02-07,62,0,38
2019-02-06,62,0,38
2019-02-05,63,0,40
2019-02-04,63,0,40
